PP	verb	is.colloc	is.SVC	is.figur	freq	MI	Dice	z.score	t.score	chisq	chisq.corr	log.like	Fisher
in:Jahr	aussehen	FALSE	FALSE	FALSE	34	0.34329	0.002754	4.73	3.1858	22	21	16.71	4.55
für:Hinweis	aussetzen	FALSE	FALSE	FALSE	72	2.92155	0.046021	244.863	8.4751	59995	59163	869.6	190.01
für:Mädchen	aussetzen	FALSE	FALSE	FALSE	82	2.48165	0.047633	157.144	9.0255	24711	24410	791.38	173.15
von:Mark	aussetzen	FALSE	FALSE	FALSE	94	1.03157	0.010515	28.838	8.7938	835	825	278.99	61.92
zu+:Bewährung	aussetzen	FALSE	FALSE	FALSE	108	2.90513	0.067269	294.263	10.3794	86645	85844	1294.6	282.39
an+:Dienstag	aussprechen	FALSE	FALSE	FALSE	35	0.26972	0.003322	3.733	2.7369	14	13	11.15	3.28
an+:Donnerstag	aussprechen	FALSE	FALSE	FALSE	31	0.21143	0.002917	2.737	2.146	8	7	6.32	2.15
mit:Mehrheit	aussprechen	FALSE	FALSE	FALSE	37	1.36662	0.009447	28.075	5.8213	789	767	163.27	36.61
in:Galerie	ausstellen	FALSE	FALSE	FALSE	47	2.05214	0.027877	72.152	6.7949	5209	5098	354.52	78.2
an+:Samstag	austragen	FALSE	FALSE	FALSE	37	0.74723	0.004165	11.805	4.9941	140	135	67.06	15.66
auf:Rücken	austragen	TRUE	FALSE	TRUE	45	2.33719	0.034039	98.446	6.6773	9697	9481	399.94	88.04
von:Mark	ausweisen	FALSE	FALSE	FALSE	50	0.84631	0.005771	16.066	6.0637	259	253	110	25.07
für:Engagement	auszeichnen	FALSE	FALSE	FALSE	35	2.15109	0.01958	69.904	5.8743	4890	4750	280.74	62.11
für:Verdienst	auszeichnen	FALSE	FALSE	FALSE	40	2.55526	0.023824	119.522	6.3069	14295	13939	401.12	88.24
mit:Ehrenbrief	auszeichnen	FALSE	FALSE	FALSE	37	3.03146	0.022875	199.263	6.0771	39731	38663	476.78	104.47
mit:Ehrennadel	auszeichnen	FALSE	FALSE	FALSE	47	2.97809	0.028843	211.173	6.8484	44622	43677	587.49	128.61
mit:Preis	auszeichnen	FALSE	FALSE	FALSE	43	2.48106	0.025242	113.718	6.5358	12940	12640	414.83	91.25
an:Stelle	bauen	FALSE	FALSE	FALSE	30	0.70064	0.004846	9.826	4.386	97	93	48.99	11.68
auf:Gelände	bauen	FALSE	FALSE	FALSE	74	1.25558	0.013065	34.483	8.1248	1192	1175	290.77	64.44
auf:Grundstück	bauen	FALSE	FALSE	FALSE	53	1.57355	0.010806	43.367	7.0858	1884	1848	284.6	63.04
für:Mark	bauen	FALSE	FALSE	FALSE	65	0.95066	0.00991	21.389	7.159	459	451	170.32	38.24
in+:Jahr	bauen	FALSE	FALSE	FALSE	36	0.07828	0.002773	1.083	0.9896	1	1	1.11	0.8
in:Frankfurt	bauen	FALSE	FALSE	FALSE	34	0.18779	0.003169	2.541	2.047	6	6	5.56	1.97
in:Jahr	bauen	FALSE	FALSE	FALSE	92	0.39382	0.006141	8.999	5.7184	81	80	57.63	13.68
von:Mark	bauen	FALSE	FALSE	FALSE	34	0.10965	0.002844	1.476	1.3011	2	2	2.01	1.06
vor:Jahr	bauen	FALSE	FALSE	FALSE	31	0.20713	0.003121	2.681	2.1119	7	7	6.08	2.09
von:Mark	beantragen	FALSE	FALSE	FALSE	32	0.48714	0.003468	6.683	3.8142	45	43	28.8	7.24
in:Wolke	bedecken	FALSE	FALSE	FALSE	70	3.24006	0.154696	348.602	8.3618	121545	119814	927.41	202.63
in+:Jahr	bedeuten	FALSE	FALSE	FALSE	32	0.12705	0.002654	1.661	1.4348	3	2	2.5	1.19
um:Prozent	bedeuten	FALSE	FALSE	FALSE	37	0.69463	0.005937	10.8	4.854	117	113	59.59	14.03
von:Mark	bedeuten	FALSE	FALSE	FALSE	90	0.63234	0.008161	15.066	7.2748	228	225	125.04	28.41
von:Prozent	bedeuten	FALSE	FALSE	FALSE	50	0.8721	0.008386	16.708	6.1218	280	273	114.89	26.13
gegen:Uhr	bedrohen	FALSE	FALSE	FALSE	54	1.23474	0.013416	28.675	6.9205	824	807	206.66	46.11
in:Existenz	bedrohen	FALSE	FALSE	FALSE	39	2.56097	0.021007	118.802	6.2278	14124	13763	393.45	86.57
mit:Messer	bedrohen	FALSE	FALSE	FALSE	122	2.37173	0.056744	168.73	10.9984	28494	28260	1114.89	243.49
mit:Pistole	bedrohen	FALSE	FALSE	FALSE	86	2.43588	0.042893	152.615	9.2396	23310	23038	812.91	177.83
mit:Schußwaffe	bedrohen	FALSE	FALSE	FALSE	39	2.59033	0.021064	122.907	6.229	15117	14731	399.56	87.89
mit:Waffe	bedrohen	FALSE	FALSE	FALSE	52	2.08032	0.024898	78.439	7.1512	6158	6039	400.22	88.14
von+:Aussterben	bedrohen	FALSE	FALSE	FALSE	53	2.7616	0.028719	174.657	7.2675	30527	29953	594.05	130.14
von+:Hungertod	bedrohen	FALSE	FALSE	FALSE	34	2.90075	0.018779	164.273	5.8236	27005	26215	410.54	90.13
an+:Freitag	beenden	FALSE	FALSE	FALSE	31	0.31363	0.003054	4.109	2.8635	17	16	12.96	3.69
an+:Montag	beenden	FALSE	FALSE	FALSE	31	0.32727	0.003127	4.296	2.9471	19	17	13.98	3.92
an+:Sonntag	beenden	FALSE	FALSE	FALSE	39	0.43738	0.004005	6.559	3.9639	43	41	29.21	7.35
um:Uhr	beenden	FALSE	FALSE	FALSE	65	0.40157	0.004167	7.723	4.8642	60	58	42.14	10.24
in:Richtung	befahren	FALSE	FALSE	FALSE	60	2.11091	0.02074	87.328	7.686	7635	7507	473.28	104.02
ab:Uhr	befassen	FALSE	FALSE	FALSE	42	0.82571	0.006814	14.263	5.5126	204	198	88.75	20.41
an+:Dienstag	befassen	FALSE	FALSE	FALSE	44	0.62192	0.004847	10.332	5.0491	107	104	59.42	14.01
an+:Donnerstag	befassen	FALSE	FALSE	FALSE	45	0.6261	0.004907	10.53	5.1215	111	108	61.44	14.45
an+:Mittwoch	befassen	FALSE	FALSE	FALSE	36	0.53023	0.003933	7.789	4.2302	61	59	37.36	9.14
an+:Montag	befassen	FALSE	FALSE	FALSE	39	0.55874	0.004212	8.6	4.52	74	72	44.17	10.65
in:Sitzung	befassen	FALSE	FALSE	FALSE	59	1.46814	0.018278	40.222	7.4198	1620	1592	286.99	63.58
mit:Problem	befassen	FALSE	FALSE	FALSE	33	1.73033	0.014544	41.33	5.6377	1710	1657	199.73	44.51
mit:Thema	befassen	FALSE	FALSE	FALSE	142	2.23405	0.058763	155.106	11.8469	24081	23911	1202.32	262.52
um:Uhr	befassen	FALSE	FALSE	FALSE	54	0.45281	0.003613	8.014	4.758	65	63	43.06	10.43
an:Bord	befinden	FALSE	FALSE	FALSE	57	1.62212	0.013117	47.698	7.3696	2279	2238	318.49	70.41
auf:Weg	befinden	TRUE	FALSE	TRUE	85	1.06512	0.013525	28.72	8.426	827	816	263.62	58.56
in+:Besitz	befinden	FALSE	FALSE	FALSE	32	1.7518	0.00783	41.756	5.5567	1746	1691	198.18	44.16
in:Krise	befinden	FALSE	FALSE	FALSE	32	1.61382	0.0077	35.382	5.5192	1254	1214	177.47	39.67
in:Nähe	befinden	FALSE	FALSE	FALSE	37	0.85116	0.006608	13.923	5.2258	194	188	81.88	18.9
in:Untersuchungshaft	befinden	FALSE	FALSE	FALSE	31	1.59155	0.00745	33.899	5.4252	1151	1113	168.72	37.76
in:Zustand	befinden	FALSE	FALSE	FALSE	98	1.92695	0.022897	89.933	9.7824	8102	8018	690.18	151.23
nach:Angabe	befinden	FALSE	FALSE	FALSE	68	0.60721	0.007256	12.492	6.2089	157	154	88.33	20.37
zu+:Zeit	befinden	FALSE	FALSE	FALSE	56	0.84628	0.008615	17.001	6.4172	290	284	122.95	27.9
auf:Jahr	befristen	FALSE	FALSE	FALSE	37	2.74155	0.051211	142.59	6.0717	20338	19791	399.27	87.85
auf:Suche	begeben	FALSE	FALSE	FALSE	38	2.01	0.02725	61.748	6.1042	3815	3714	278.6	61.67
ab:Jahr	beginnen	FALSE	FALSE	FALSE	38	0.62024	0.002154	9.571	4.6865	92	89	51.41	12.23
ab:Uhr	beginnen	FALSE	FALSE	FALSE	137	0.3761	0.006439	10.456	6.7814	110	109	79.46	18.49
an+:August	beginnen	FALSE	FALSE	FALSE	100	0.94209	0.005613	26.203	8.8574	691	684	261.63	58.15
an+:Dienstag	beginnen	FALSE	FALSE	FALSE	351	0.5607	0.01451	25.903	13.5833	677	675	403.83	89.22
an+:Donnerstag	beginnen	FALSE	FALSE	FALSE	353	0.55759	0.014536	25.813	13.5847	673	670	402.41	88.91
an+:Februar	beginnen	FALSE	FALSE	FALSE	60	0.78939	0.003392	16.099	6.488	261	256	119.44	27.14
an+:Freitag	beginnen	FALSE	FALSE	FALSE	377	0.5673	0.01532	27.205	14.1579	747	745	442.38	97.61
an+:Januar	beginnen	FALSE	FALSE	FALSE	71	0.81948	0.003996	18.366	7.1493	340	334	149.87	33.79
an+:Juli	beginnen	FALSE	FALSE	FALSE	31	0.63192	0.001771	8.835	4.2683	79	75	43.23	10.42
an+:Mittwoch	beginnen	FALSE	FALSE	FALSE	330	0.52937	0.013599	23.539	12.7969	559	557	344.9	76.4
an+:Montag	beginnen	FALSE	FALSE	FALSE	500	0.70357	0.020515	40.318	17.9356	1641	1637	833.75	182.69
an+:März	beginnen	FALSE	FALSE	FALSE	87	0.70704	0.00477	16.919	7.4962	288	284	145.52	32.87
an+:November	beginnen	FALSE	FALSE	FALSE	73	0.72758	0.004059	16.048	6.9442	259	255	127.79	28.99
an+:Oktober	beginnen	FALSE	FALSE	FALSE	108	0.92662	0.006027	26.625	9.1618	714	706	275.55	61.19
an+:Samstag	beginnen	FALSE	FALSE	FALSE	424	0.60958	0.017121	31.334	15.5318	991	988	560.32	123.26
an+:September	beginnen	FALSE	FALSE	FALSE	108	0.85203	0.005968	23.819	8.9312	571	565	242.26	53.95
an+:Sonntag	beginnen	FALSE	FALSE	FALSE	301	0.49357	0.01244	20.796	11.7812	437	434	279.54	62.17
an+:Tag	beginnen	FALSE	FALSE	FALSE	34	0.20505	0.001833	2.779	2.1944	8	7	6.57	2.21
an+:Wochenende	beginnen	FALSE	FALSE	FALSE	53	0.08923	0.002625	1.498	1.3521	2	2	2.11	1.1
bis:Uhr	beginnen	FALSE	FALSE	FALSE	39	0.49948	0.002181	7.585	4.2678	58	56	36.81	9.03
für:Frau	beginnen	FALSE	FALSE	FALSE	38	0.35329	0.002085	5.154	3.4316	27	26	19.71	5.23
für:Kind	beginnen	FALSE	FALSE	FALSE	97	0.39699	0.004881	9.32	5.9007	88	86	61.79	14.59
gegen:Uhr	beginnen	FALSE	FALSE	FALSE	115	0.58404	0.005988	15.533	7.9293	243	240	141.09	31.93
in+:August	beginnen	FALSE	FALSE	FALSE	35	0.62275	0.00199	9.229	4.5059	86	83	47.66	11.4
in+:Bürgerhaus	beginnen	FALSE	FALSE	FALSE	162	0.77626	0.00853	25.902	10.5973	676	671	314.45	69.7
in+:Februar	beginnen	FALSE	FALSE	FALSE	32	0.66664	0.001831	9.561	4.4381	92	88	48.67	11.62
in+:Frühjahr	beginnen	FALSE	FALSE	FALSE	83	0.71464	0.004571	16.741	7.3529	282	278	141.21	31.93
in+:Gemeindehaus	beginnen	FALSE	FALSE	FALSE	42	0.91405	0.002422	16.3	5.6908	268	260	104.89	23.92
in+:Gemeindezentrum	beginnen	FALSE	FALSE	FALSE	50	1.01243	0.002886	20.479	6.3839	422	413	145.78	32.85
in+:Haus	beginnen	FALSE	FALSE	FALSE	71	0.41576	0.003736	8.378	5.1912	71	69	48.99	11.76
in+:Herbst	beginnen	FALSE	FALSE	FALSE	59	0.59445	0.003262	11.354	5.7269	130	127	74.47	17.33
in+:Jahr	beginnen	FALSE	FALSE	FALSE	130	0.06024	0.005111	1.583	1.4767	3	2	2.41	1.2
in+:Januar	beginnen	FALSE	FALSE	FALSE	31	0.52613	0.001756	7.165	3.9099	52	49	31.93	7.93
in+:März	beginnen	FALSE	FALSE	FALSE	33	0.46442	0.001853	6.44	3.7729	42	40	27.53	6.96
in+:Oktober	beginnen	FALSE	FALSE	FALSE	34	0.58061	0.001929	8.389	4.2994	71	68	41.27	10
in+:Rahmen	beginnen	FALSE	FALSE	FALSE	35	0.01809	0.001797	0.246	0.2414	0	0	0.06	0.37
in+:Rathaus	beginnen	FALSE	FALSE	FALSE	93	0.48673	0.004836	11.383	6.4995	131	128	84.09	19.47
in+:Saal	beginnen	FALSE	FALSE	FALSE	74	0.75725	0.004127	16.973	7.0979	290	285	138.01	31.21
in+:September	beginnen	FALSE	FALSE	FALSE	68	0.81693	0.003834	17.902	6.9892	323	317	142.83	32.25
in+:Sommer	beginnen	FALSE	FALSE	FALSE	37	0.2495	0.001998	3.543	2.6582	13	12	10.27	3.08
in:Deutschland	beginnen	FALSE	FALSE	FALSE	36	-0.2622	0.001644	-3.678	-4.9737	-14	-13	-16.33	0
in:Frankfurt	beginnen	FALSE	FALSE	FALSE	72	-0.06204	0.003106	-1.213	-1.3029	-1	-1	-1.56	0.05
in:Jahr	beginnen	FALSE	FALSE	FALSE	196	0.1466	0.007144	4.748	4.0109	23	22	20.26	5.42
in:Kirche	beginnen	FALSE	FALSE	FALSE	50	0.66585	0.002814	11.935	5.5448	143	140	75.91	17.63
in:Monat	beginnen	FALSE	FALSE	FALSE	33	0.18477	0.001777	2.462	1.9906	6	6	5.25	1.89
in:Schule	beginnen	FALSE	FALSE	FALSE	40	0.37694	0.002196	5.663	3.6694	32	31	23.25	6.03
in:Stadt	beginnen	FALSE	FALSE	FALSE	33	-0.1485	0.001614	-1.974	-2.3419	-4	-4	-4.37	0.01
in:Stadthalle	beginnen	FALSE	FALSE	FALSE	72	0.85683	0.004065	19.591	7.3054	387	380	162.85	36.62
in:Straße	beginnen	FALSE	FALSE	FALSE	68	0.40301	0.003584	7.93	4.986	63	62	44.45	10.75
in:Tagen	beginnen	FALSE	FALSE	FALSE	54	0.33153	0.002865	5.747	3.9234	33	32	25.03	6.44
in:Woche	beginnen	FALSE	FALSE	FALSE	111	0.35339	0.005376	8.811	5.8661	78	77	57.67	13.7
in:Zeit	beginnen	FALSE	FALSE	FALSE	30	-0.2144	0.001453	-2.732	-3.4963	-8	-7	-8.74	0
mit:Arbeit	beginnen	FALSE	FALSE	FALSE	113	1.36061	0.006521	48.696	10.1668	2388	2366	509.02	111.91
mit:Bau	beginnen	FALSE	FALSE	FALSE	249	1.76223	0.014408	117.935	15.5069	14004	13947	1641.45	357.92
mit:Bauarbeit	beginnen	FALSE	FALSE	FALSE	56	1.8944	0.003292	65.421	7.3879	4309	4231	413.74	90.95
mit:Frühschoppen	beginnen	FALSE	FALSE	FALSE	40	1.54466	0.002347	36.374	6.1441	1332	1298	216.52	48.15
mit:Gottesdienst	beginnen	FALSE	FALSE	FALSE	54	1.76497	0.003171	55.101	7.2222	3057	2999	356.52	78.57
mit:Jahr	beginnen	FALSE	FALSE	FALSE	37	0.6448	0.002104	9.884	4.7046	98	95	53.32	12.65
mit:Planung	beginnen	FALSE	FALSE	FALSE	36	1.49637	0.002112	32.528	5.8087	1065	1035	186.06	41.52
mit:Sanierung	beginnen	FALSE	FALSE	FALSE	31	1.63353	0.001822	35.664	5.4383	1280	1239	182.16	40.62
mit:Umbau	beginnen	FALSE	FALSE	FALSE	42	1.76946	0.002469	48.855	6.3705	2403	2345	278.37	61.55
mit:Vorbereitung	beginnen	FALSE	FALSE	FALSE	30	1.61929	0.001763	34.486	5.3456	1197	1157	174.02	38.85
nach:Angabe	beginnen	FALSE	FALSE	FALSE	48	-0.18214	0.00214	-2.927	-3.61	-9	-8	-9.83	0
um:Uhr	beginnen	FALSE	FALSE	FALSE	4144	1.37476	0.137864	300.17	61.6578	91178	91155	19425.61	4220.35
unter:Leitung	beginnen	FALSE	FALSE	FALSE	44	0.56209	0.002463	9.197	4.8151	85	83	50.62	12.08
unter:Motto	beginnen	FALSE	FALSE	FALSE	33	0.29426	0.001812	3.967	2.8271	16	15	12.35	3.56
von:Jahr	beginnen	FALSE	FALSE	FALSE	37	0.12721	0.001945	1.788	1.5445	3	3	2.91	1.3
von:Uhr	beginnen	FALSE	FALSE	FALSE	122	0.27473	0.005592	7.104	5.1779	51	50	40.41	9.9
vor:Jahr	beginnen	FALSE	FALSE	FALSE	208	0.45815	0.009292	15.93	9.4001	256	254	169.97	38.28
vor:Woche	beginnen	FALSE	FALSE	FALSE	30	0.29535	0.001658	3.797	2.7026	15	14	11.3	3.31
zu+:Thema	beginnen	FALSE	FALSE	FALSE	40	0.26046	0.00215	3.85	2.8526	15	14	12	3.49
an+:Klavier	begleiten	FALSE	FALSE	FALSE	55	2.42354	0.026777	120.312	7.3882	14487	14224	516.78	113.43
um:Uhr	begleiten	FALSE	FALSE	FALSE	30	0.18138	0.001998	2.304	1.8699	5	5	4.61	1.73
mit:Platz	begnügen	FALSE	FALSE	FALSE	43	2.35655	0.042893	98.423	6.5286	9691	9466	384.91	84.78
mit:Hinweis	begründen	FALSE	FALSE	FALSE	36	1.44035	0.010627	30.358	5.7823	923	896	170.64	38.21
in+:Auge	behalten	TRUE	FALSE	TRUE	62	2.2065	0.041513	99.251	7.8251	9857	9697	512.67	112.6
in+:Krankenhaus	behandeln	FALSE	FALSE	FALSE	51	1.63619	0.019005	45.891	6.9764	2108	2066	286.88	63.53
zu+:Gelingen	beitragen	FALSE	FALSE	FALSE	32	2.81252	0.013395	143.935	5.6481	20737	20093	375.84	82.56
an+:Dienstag	bekanntgeben	FALSE	FALSE	FALSE	39	0.95393	0.00488	16.646	5.5506	278	270	102.88	23.48
an+:Donnerstag	bekanntgeben	FALSE	FALSE	FALSE	36	0.91359	0.004452	15.081	5.2679	228	221	88.98	20.44
an+:Freitag	bekanntgeben	FALSE	FALSE	FALSE	37	0.90663	0.004399	15.133	5.3286	230	223	90.42	20.76
an+:Dienstag	bekennen	FALSE	FALSE	FALSE	48	0.41052	0.004568	6.795	4.236	46	45	32.24	8.04
an+:Donnerstag	bekennen	FALSE	FALSE	FALSE	62	0.51609	0.005848	9.917	5.4746	99	96	61.55	14.51
an+:Freitag	bekennen	FALSE	FALSE	FALSE	42	0.32809	0.003844	5.013	3.4361	25	24	19.03	5.08
an+:Mittwoch	bekennen	FALSE	FALSE	FALSE	44	0.36819	0.004157	5.793	3.7918	34	32	24.44	6.3
an+:Montag	bekennen	FALSE	FALSE	FALSE	43	0.35195	0.004022	5.461	3.6414	30	29	22.06	5.76
an+:Sonntag	bekennen	FALSE	FALSE	FALSE	31	0.22025	0.002948	2.854	2.2148	8	8	6.81	2.27
in:Klammer	bekennen	FALSE	FALSE	FALSE	33	2.44895	0.009931	95.981	5.7241	9224	8946	320.23	70.6
seit:Jahr	bekennen	FALSE	FALSE	FALSE	60	0.60156	0.006594	11.608	5.8072	135	132	76.74	17.83
zu:Anschlag	bekennen	FALSE	FALSE	FALSE	54	2.64414	0.016241	153.916	7.3318	23721	23283	589.19	129.02
mit:Ruhm	bekleckern	TRUE	FALSE	TRUE	30	4.4665	0.410959	937.119	5.477	878217	849186	587.02	128.37
für:Mark	bekommen	FALSE	FALSE	FALSE	55	0.64817	0.005668	12.125	5.7489	148	144	79.47	18.42
in+:Jahr	bekommen	FALSE	FALSE	FALSE	61	0.07736	0.003782	1.393	1.2743	2	2	1.84	1.02
in:Deutschland	bekommen	FALSE	FALSE	FALSE	40	0.12929	0.003179	1.89	1.6284	4	3	3.24	1.39
in:Frankfurt	bekommen	FALSE	FALSE	FALSE	34	-0.04215	0.002451	-0.566	-0.5943	0	0	-0.33	0.13
in:Griff	bekommen	TRUE	TRUE	FALSE	316	2.14249	0.03936	207.946	17.6483	43379	43240	2650.66	577.11
in:Hand	bekommen	TRUE	FALSE	TRUE	53	0.6845	0.005596	12.699	5.7748	162	158	83.59	19.31
in:Jahr	bekommen	FALSE	FALSE	FALSE	74	0.06931	0.004082	1.374	1.269	2	2	1.8	1.02
seit:Jahr	bekommen	FALSE	FALSE	FALSE	35	-0.00067	0.002598	-0.009	-0.0091	0	0	0	0.28
von+:Land	bekommen	FALSE	FALSE	FALSE	33	1.11556	0.004089	19.161	5.3043	368	356	109.77	24.96
von:Mark	bekommen	FALSE	FALSE	FALSE	108	0.38165	0.007153	9.429	6.0765	89	88	64.05	15.1
von:Stadt	bekommen	FALSE	FALSE	FALSE	60	1.00238	0.006943	22.119	6.9756	491	482	170.58	38.28
vor:Jahr	bekommen	FALSE	FALSE	FALSE	43	0.11929	0.003288	1.807	1.5749	3	3	2.98	1.33
zu+:Beispiel	bekommen	FALSE	FALSE	FALSE	34	0.24257	0.003125	3.299	2.4954	11	10	8.93	2.77
zu:Gesicht	bekommen	TRUE	FALSE	TRUE	70	2.04628	0.009026	87.451	8.2914	7671	7561	547.41	120.1
mit:Mark	belasten	FALSE	FALSE	FALSE	49	1.41683	0.014998	34.4	6.7319	1185	1160	227	50.51
auf:Mark	belaufen	FALSE	FALSE	FALSE	369	2.54889	0.133261	360.355	19.1551	129997	129644	3751.02	816.11
auf:Prozent	belaufen	FALSE	FALSE	FALSE	35	1.87986	0.022314	50.839	5.8381	2586	2512	235.53	52.3
mit:Punkten	belegen	FALSE	FALSE	FALSE	59	1.43311	0.015721	38.517	7.3978	1486	1460	277.95	61.62
gegen:Uhr	bemerken	FALSE	FALSE	FALSE	45	1.52488	0.014973	37.66	6.5079	1420	1388	230.39	51.23
seit:Jahr	bemühen	FALSE	FALSE	FALSE	71	0.87372	0.008994	19.959	7.2992	400	393	163.91	36.85
um:Lösung	bemühen	FALSE	FALSE	FALSE	30	2.39833	0.013979	86.295	5.4553	7453	7206	278.34	61.53
gegen:Uhr	beobachten	FALSE	FALSE	FALSE	36	1.04261	0.008798	18.121	5.4561	329	319	107.91	24.57
mit:Sorge	beobachten	FALSE	FALSE	FALSE	31	2.09335	0.015354	61.495	5.5229	3785	3663	240.44	53.33
ab:Uhr	beraten	FALSE	FALSE	FALSE	54	0.78001	0.007765	15.045	6.1289	227	222	104.52	23.88
an+:Dienstag	beraten	FALSE	FALSE	FALSE	78	0.71572	0.007904	16.259	7.1322	265	261	132.14	29.95
an+:Donnerstag	beraten	FALSE	FALSE	FALSE	107	0.84743	0.010741	23.542	8.8743	556	550	236.17	52.63
an+:Freitag	beraten	FALSE	FALSE	FALSE	53	0.52347	0.005152	9.316	5.099	87	85	53.87	12.81
an+:Mittwoch	beraten	FALSE	FALSE	FALSE	74	0.68832	0.007442	15.106	6.8391	229	225	117.8	26.81
an+:Montag	beraten	FALSE	FALSE	FALSE	62	0.60522	0.006169	11.883	5.9198	142	139	80.14	18.58
in+:Rathaus	beraten	FALSE	FALSE	FALSE	35	0.87055	0.00713	13.946	5.119	195	188	80.12	18.51
in:Sitzung	beraten	FALSE	FALSE	FALSE	73	1.40577	0.018164	41.413	8.2083	1718	1693	335.06	74.06
in:Woche	beraten	FALSE	FALSE	FALSE	36	0.6726	0.005693	10.249	4.7249	105	102	55.07	13.04
um:Uhr	beraten	FALSE	FALSE	FALSE	67	0.39165	0.004258	7.634	4.8634	59	57	41.59	10.12
von:Uhr	beraten	FALSE	FALSE	FALSE	40	0.59867	0.005339	9.425	4.731	89	86	50.7	12.09
in+:Haushalt	bereitstellen	FALSE	FALSE	FALSE	46	2.16322	0.034522	81.283	6.7358	6610	6466	370.4	81.64
ab:Uhr	berichten	FALSE	FALSE	FALSE	33	-0.15357	0.001818	-2.042	-2.4367	-4	-4	-4.69	0.01
an+:Dienstag	berichten	FALSE	FALSE	FALSE	313	0.59948	0.014861	26.406	13.2425	703	700	401.38	88.68
an+:Donnerstag	berichten	FALSE	FALSE	FALSE	264	0.51996	0.012479	20.636	11.3408	429	427	267.2	59.47
an+:Freitag	berichten	FALSE	FALSE	FALSE	247	0.47219	0.011499	17.942	10.4177	325	323	212.4	47.54
an+:Mittwoch	berichten	FALSE	FALSE	FALSE	252	0.50079	0.011921	19.336	10.8637	377	375	239.4	53.42
an+:Montag	berichten	FALSE	FALSE	FALSE	319	0.59693	0.015016	26.528	13.3424	710	707	406.26	89.74
an+:Samstag	berichten	FALSE	FALSE	FALSE	123	0.16066	0.005685	4.126	3.4295	17	17	15.08	4.23
an+:Sonntag	berichten	FALSE	FALSE	FALSE	148	0.27381	0.007025	7.798	5.6892	61	60	48.7	11.74
an+:Wochenende	berichten	FALSE	FALSE	FALSE	88	0.39798	0.005157	8.9	5.6288	80	78	56.21	13.36
auf:Anfrage	berichten	FALSE	FALSE	FALSE	35	0.41392	0.002322	5.854	3.6352	34	33	23.91	6.16
gegen:Uhr	berichten	FALSE	FALSE	FALSE	46	0.27464	0.002861	4.361	3.1787	19	18	15.18	4.22
in+:Jahr	berichten	FALSE	FALSE	FALSE	101	0.03916	0.004527	0.906	0.8664	1	1	0.8	0.71
in:Ausgabe	berichten	FALSE	FALSE	FALSE	113	1.46902	0.007966	55.724	10.2691	3123	3094	564.52	123.96
in:Bonn	berichten	FALSE	FALSE	FALSE	39	0.10507	0.002343	1.515	1.342	2	2	2.12	1.09
in:Deutschland	berichten	FALSE	FALSE	FALSE	63	0.06938	0.003357	1.269	1.1718	2	1	1.54	0.94
in:FR	berichten	FALSE	FALSE	FALSE	35	0.94073	0.002465	15.471	5.238	241	233	91.02	20.88
in:Frankfurt	berichten	FALSE	FALSE	FALSE	69	0.00802	0.003441	0.153	0.152	0	0	0.02	0.34
in:Jahr	berichten	FALSE	FALSE	FALSE	106	-0.03181	0.004361	-0.754	-0.7824	-1	-1	-0.59	0.1
in:Monat	berichten	FALSE	FALSE	FALSE	34	0.28627	0.002201	3.914	2.8147	15	14	12.09	3.5
in:Nacht	berichten	FALSE	FALSE	FALSE	61	0.33312	0.003712	6.139	4.1833	38	37	28.48	7.22
in:Nähe	berichten	FALSE	FALSE	FALSE	36	0.28972	0.002318	4.077	2.9209	17	16	13.08	3.73
in:Sitzung	berichten	FALSE	FALSE	FALSE	42	0.446	0.002761	6.952	4.16	49	47	32.64	8.11
in:Stadt	berichten	FALSE	FALSE	FALSE	45	0.07474	0.002599	1.156	1.0605	1	1	1.27	0.85
in:Tagen	berichten	FALSE	FALSE	FALSE	30	0.1648	0.001909	2.091	1.7295	4	4	3.85	1.54
in:Teil	berichten	FALSE	FALSE	FALSE	37	0.70361	0.002551	10.969	4.8791	121	117	61.23	14.38
in:Wiesbaden	berichten	FALSE	FALSE	FALSE	58	0.56337	0.003794	10.587	5.5344	113	110	66.86	15.66
in:Woche	berichten	FALSE	FALSE	FALSE	76	0.27742	0.004339	5.664	4.1154	32	31	25.56	6.58
in:Zeit	berichten	FALSE	FALSE	FALSE	33	-0.08447	0.001884	-1.119	-1.2333	-1	-1	-1.34	0.05
seit:Jahr	berichten	FALSE	FALSE	FALSE	66	0.01761	0.003358	0.329	0.3229	0	0	0.11	0.41
um:Prozent	berichten	FALSE	FALSE	FALSE	34	0.07084	0.002062	0.952	0.8776	1	1	0.86	0.72
um:Uhr	berichten	FALSE	FALSE	FALSE	99	-0.15848	0.003676	-3.651	-4.382	-13	-13	-15.09	0
unter:Berufung	berichten	FALSE	FALSE	FALSE	215	1.66258	0.015076	97.265	14.344	9514	9469	1283.75	280.26
unter:Überschrift	berichten	FALSE	FALSE	FALSE	32	1.20462	0.002283	21.227	5.3037	453	438	120.08	27.18
von:Erfahrung	berichten	FALSE	FALSE	FALSE	36	1.52818	0.002584	33.82	5.8222	1150	1117	190.2	42.43
von:Mark	berichten	FALSE	FALSE	FALSE	99	0.08667	0.004652	1.989	1.8	4	4	3.73	1.54
