id	split.inf.S	adv.inf.S	superlative.S	past.S	wh.question.S	stop.to	time	click	noun	nominalization	downtoner
FXE	0	0	0	0	0	0	0	0	10	0	0
FXF	0	0	0	4	0	0	0	0	13	1	0
FXG	0	0	0	5	0	0	1	0	12	0	1
FXH	0	0	1	16	2	0	6	0	88	1	2
FXJ	0	0	0	18	1	0	3	0	70	1	1
FXK	0	0	0	0	1	0	1	0	7	0	0
FXL	0	0	0	0	0	0	2	0	31	0	0
FXM	0	0	0	8	4	0	0	0	42	0	0
FXN	0	0	1	24	0	0	5	0	48	5	0
FXP	0	0	1	68	0	0	1	0	104	4	0
FXR	1	1	3	159	1	0	18	0	630	57	11
FXT	2	0	20	201	6	0	34	0	1029	173	19
FXU	0	1	2	165	2	0	13	0	211	30	2
FXV	0	0	2	233	2	0	20	0	261	15	6
FXW	0	0	1	162	6	0	6	0	188	4	5
FXX	1	2	3	402	4	0	25	0	393	48	10
FXY	0	0	0	229	3	0	7	0	341	9	8
FY0	0	0	0	174	6	0	5	0	222	1	3
FY1	0	0	3	484	3	0	28	0	536	38	15
FY2	1	0	1	178	3	0	11	0	197	18	2
FY3	1	0	0	122	0	0	4	0	119	18	2
FY4	1	0	3	273	3	0	17	0	288	62	10
FY5	0	1	7	598	7	0	42	0	744	63	27
FY6	1	0	0	116	5	0	17	0	374	17	6
FY7	1	0	3	241	5	0	16	0	404	87	6
FY8	4	1	0	311	13	0	31	0	564	107	12
FY9	0	1	0	50	5	0	57	0	415	16	4
FYA	1	0	4	101	9	0	48	1	729	133	24
FYB	2	3	3	138	1	0	32	0	518	104	3
FYD	0	0	3	193	0	0	8	0	368	9	12
FYE	0	0	2	312	4	0	25	0	359	8	10
FYF	0	1	3	134	1	0	15	0	413	34	4
FYG	0	0	1	243	17	0	29	0	476	20	9
FYH	1	0	9	548	7	0	38	0	573	59	25
FYJ	1	0	1	448	3	0	23	0	486	106	12
FYK	1	0	1	89	0	0	15	0	282	46	5
FYL	1	1	1	43	0	0	1	0	150	40	2
FYM	3	0	1	147	2	0	11	0	341	23	7
FYP	1	0	3	136	0	0	21	0	235	20	2
FYS	5	4	41	88	0	0	86	0	1662	1052	75
FYT	0	6	57	1064	3	0	62	0	1184	853	71
FYV	0	6	23	980	36	0	84	1	2822	405	74
FYW	0	11	21	244	1	0	57	0	1243	773	64
FYX	1	1	32	823	13	0	195	0	1854	769	110
FYY	0	3	38	1889	5	2	69	0	1936	253	156
G00	17	5	139	636	2	0	144	4	4191	1725	254
G01	0	1	13	2668	18	3	65	0	2731	291	97
G02	0	8	15	1216	26	1	73	0	2466	192	128
G03	0	3	24	1760	14	1	57	2	2022	320	109
G04	0	11	21	2385	19	0	65	3	2840	355	120
G05	1	9	33	1310	2	0	56	0	1633	1146	87
G06	1	10	12	2069	3	0	71	0	1953	305	107
G07	0	3	47	1636	16	1	96	0	2802	183	86
G08	1	3	80	526	6	0	37	0	1333	888	105
G09	0	9	53	1644	3	2	117	0	2106	174	74
G0A	1	2	12	2005	9	1	80	2	2096	186	84
G0C	4	5	10	104	2	0	21	0	475	265	34
G0D	2	5	19	1436	4	0	36	0	1765	1155	81
G0E	1	7	5	2292	24	0	45	0	2623	391	70
G0F	1	6	29	437	13	1	69	0	2328	397	88
G0G	0	16	21	1065	3	0	131	0	1389	593	81
G0H	0	4	62	1323	0	0	72	0	1581	1052	100
G0K	0	3	15	25	1	0	19	0	666	377	25
G0L	0	2	26	2336	21	1	106	1	2768	313	71
G0M	0	18	27	1492	21	0	78	0	1868	289	131
G0N	0	12	19	1866	29	0	67	3	2308	375	96
G0P	0	4	13	2684	17	0	58	0	2673	249	137
G0R	0	23	20	164	11	0	32	0	1738	1137	89
G0S	0	6	13	1148	6	1	64	4	1661	251	67
G0T	2	9	48	677	8	0	79	0	1819	507	55
G0U	0	9	39	328	4	0	44	0	2534	1736	65
G0W	1	12	31	719	7	0	107	0	2943	1702	133
G0X	0	7	25	2360	13	2	74	0	2327	322	95
G0Y	0	5	21	2152	18	1	98	1	2565	404	77
G10	0	7	32	1390	10	0	73	1	1706	238	84
G11	0	0	5	151	17	0	17	0	715	30	10
G12	0	6	12	1934	21	2	78	1	2089	258	85
G13	0	9	31	2309	5	1	66	0	2630	282	121
G14	2	10	25	492	7	0	76	1	1261	645	89
G15	2	4	12	2514	14	0	96	2	2701	439	78
G16	0	7	16	1966	6	1	98	0	2021	217	108
G17	0	2	24	2243	7	0	47	0	2349	401	77
G19	0	7	16	393	1	0	38	0	1561	1182	113
G1A	0	9	45	1069	20	0	67	0	2124	376	84
G1C	3	9	43	748	6	0	30	0	2071	1037	94
G1D	0	3	12	2229	5	0	71	0	2012	259	92
G1E	0	7	68	185	0	0	31	0	1674	697	139
G1F	3	6	38	793	12	0	117	0	1604	992	89
G1G	1	8	38	403	2	0	36	0	1568	1002	66
G1H	4	7	37	806	2	0	33	0	1674	913	73
G1J	1	8	35	566	1	0	63	0	1450	815	82
G1L	1	11	50	1800	5	4	49	1	1963	242	105
G1M	2	2	27	2278	16	0	67	1	2794	458	67
G1N	0	13	24	223	1	0	35	0	1735	1059	68
G1R	0	6	27	767	1	0	42	0	1081	733	85
G1S	0	4	22	1837	28	1	130	0	2114	258	147
G1V	0	1	1	260	13	0	20	0	1003	66	12
G1W	0	5	17	2323	6	0	81	2	2382	387	88
G1X	0	3	21	990	16	0	73	0	1784	333	65
G1Y	0	4	42	1087	2	0	61	0	1473	545	83
G20	1	3	71	560	0	0	52	0	1747	1258	87
G21	0	7	32	341	4	0	37	0	1207	317	40
G22	0	1	8	142	3	0	24	0	784	48	6
G23	0	3	8	204	4	0	31	0	820	46	13
G24	0	1	16	176	2	0	23	0	890	47	11
G25	1	0	17	234	6	0	18	0	862	59	19
G26	0	0	4	6	1	0	4	0	151	32	3
G27	1	6	30	467	2	1	39	0	1216	261	58
G28	0	2	31	492	3	0	47	0	1228	602	61
G29	0	4	28	310	2	0	42	0	1117	562	57
G2A	0	0	2	43	0	0	5	0	1376	210	7
G2B	0	6	42	47	2	1	57	0	2187	471	45
G2C	2	2	49	474	5	0	66	1	1405	388	70
G2D	2	2	37	166	2	0	32	0	2558	195	41
G2E	1	10	81	1149	7	0	112	1	2725	649	102
G2F	2	4	91	320	5	0	62	1	2995	616	66
G2G	1	2	11	129	0	0	8	0	822	491	14
G2J	0	6	32	465	27	1	52	0	1716	777	78
G2K	1	1	25	110	1	0	40	0	1166	343	43
G2L	0	3	22	290	0	1	33	0	797	288	33
G2M	0	0	4	189	0	0	11	0	409	88	7
G2N	1	1	9	65	14	0	34	0	1531	685	36
G2P	0	0	12	17	6	0	20	0	761	350	8
G2R	0	1	2	6	2	0	9	0	297	123	9
G2S	2	3	39	269	1	1	35	0	1632	331	33
G2T	1	4	38	288	6	0	83	0	1931	368	52
G2V	0	12	91	984	22	2	144	0	3804	796	134
G2W	1	3	45	630	6	1	51	0	1644	430	57
G2Y	0	2	16	756	4	1	54	0	1478	352	70
G30	2	6	36	452	2	0	61	0	1593	360	63
G31	0	5	24	277	4	0	30	0	899	439	18
G32	0	7	22	221	5	0	48	0	913	338	33
G33	0	3	73	740	14	0	79	0	2341	543	114
G34	2	2	17	350	2	0	20	0	853	421	22
G35	1	4	42	614	15	0	73	0	1924	226	45
G36	0	4	27	610	22	0	96	0	2054	246	61
G37	0	5	64	827	4	0	93	0	2276	541	99
G38	0	2	17	201	1	0	32	0	733	255	34
G39	3	5	32	1193	0	1	126	0	1587	251	54
G3A	0	8	19	616	13	0	42	0	1820	578	108
G3B	0	2	42	1710	5	0	140	0	1802	279	113
G3D	0	23	25	101	26	0	85	0	1681	819	70
G3E	0	7	19	1679	16	0	78	1	2215	361	123
G3F	0	3	27	127	17	0	42	0	2103	1107	39
G3G	0	4	28	1889	12	0	99	0	2163	379	132
G3H	0	8	34	455	19	0	71	0	1768	907	56
G3J	0	2	1	201	0	0	62	0	1364	818	58
G3K	0	4	11	79	0	0	121	0	1480	556	28
G3L	4	2	20	477	2	0	57	0	1411	1015	81
G3N	4	3	14	23	0	0	5	0	696	308	38
G3P	0	3	38	1503	38	0	67	1	2712	194	72
G3R	0	5	42	1934	4	0	79	1	2064	551	132
G3S	0	3	40	2036	5	0	112	1	2301	288	112
G3T	0	2	7	62	0	0	52	0	667	428	32
G3U	2	1	9	208	5	0	22	0	752	141	28
G3V	1	1	0	17	0	0	31	0	257	6	5
G3W	1	1	7	23	1	0	25	0	233	10	4
G3X	0	0	3	216	5	0	13	0	498	26	1
G3Y	1	4	4	51	2	0	7	0	390	74	5
G42	0	0	0	6	0	0	4	0	54	0	0
G43	0	0	5	5	0	0	0	0	60	0	1
G44	0	0	0	8	0	0	0	0	34	0	0
G45	0	0	2	35	0	0	0	0	70	2	2
G46	0	0	0	6	0	0	1	0	31	1	0
G47	0	0	1	10	0	0	6	0	60	0	2
G48	0	0	0	4	0	0	0	0	20	2	2
G49	0	0	0	18	1	0	2	0	43	1	0
G4A	0	0	0	22	0	0	0	0	57	3	2
G4B	0	0	0	9	1	0	5	0	70	0	1
G4C	0	2	0	5	0	0	0	0	25	2	0
G4D	0	0	0	9	0	0	3	0	56	2	1
G4E	0	0	0	3	0	0	2	0	22	2	0
G4F	0	1	6	45	1	0	16	0	198	71	11
G4G	1	1	6	50	0	0	9	0	249	77	10
G4H	9	2	10	215	1	0	49	0	1047	305	33
G4J	0	0	1	26	0	0	4	0	119	30	7
G4K	1	0	0	184	17	0	18	0	585	52	5
G4N	0	0	7	303	2	0	29	0	318	32	20
G4P	0	0	4	76	6	0	9	0	114	25	12
G4R	0	0	0	275	3	0	18	0	303	13	19
G4S	0	0	4	157	2	0	17	0	274	46	5
G4T	1	0	3	231	0	0	16	0	329	59	18
G4U	1	1	6	95	6	0	17	0	452	106	6
G4V	0	1	3	81	4	0	5	0	316	85	9
G4W	1	0	1	79	2	0	6	0	240	66	4
G4X	8	0	1	313	9	0	39	0	970	180	26
G4Y	0	0	0	0	0	0	1	0	6	0	0
G50	0	0	0	1	0	0	0	0	15	1	0
G51	0	0	0	4	0	0	3	0	15	1	1
G52	0	0	0	2	0	0	1	0	15	0	0
G53	0	0	0	0	0	0	0	0	11	0	1
G54	0	0	0	3	0	0	0	0	0	0	0
G55	0	0	1	14	0	0	1	0	52	5	0
G56	0	0	0	7	0	0	0	0	34	0	0
G57	0	0	0	3	1	0	1	0	42	1	0
G58	0	0	0	7	2	0	3	0	28	0	1
G59	0	0	2	194	8	0	19	0	523	39	10
G5A	0	0	0	6	0	0	65	0	951	23	0
G5B	0	0	3	56	1	0	15	0	304	61	10
G5C	0	0	0	3	1	0	0	0	26	1	0
G5D	0	0	0	11	0	0	2	0	43	2	1
G5E	0	0	1	31	0	0	5	0	61	8	5
G5F	0	0	0	16	1	0	2	0	27	5	1
G5G	0	2	9	82	1	0	30	0	400	112	6
G5H	0	1	5	81	4	0	20	0	392	66	17
G5J	0	0	2	266	16	0	28	0	826	70	19
G5K	0	1	3	183	9	0	42	0	698	70	16
G5L	0	0	1	3	1	0	3	0	61	5	0
G5M	0	0	0	25	1	0	2	0	89	7	1
G5N	1	0	1	11	1	0	0	0	69	4	0
G5P	0	0	0	7	0	0	4	0	61	2	4
G5R	0	0	0	28	2	0	4	0	101	5	2
G5S	0	0	0	11	0	0	0	0	70	12	0
G5T	0	0	1	14	1	0	3	0	81	5	1
G5U	0	0	0	12	0	0	4	0	69	10	2
G5V	0	0	2	41	1	0	11	0	175	6	4
G5W	0	0	0	10	0	0	8	0	60	4	5
G5X	0	0	0	13	1	0	6	0	64	4	2
G5Y	0	0	1	0	0	0	0	0	38	4	3
G60	0	0	0	0	0	0	0	0	10	0	0
G61	0	0	0	37	3	0	9	0	175	9	2
G62	0	1	4	666	6	0	48	0	770	15	14
G63	1	0	3	324	3	0	35	0	393	17	2
G64	0	0	1	269	1	0	20	0	337	25	4
GSX	0	2	48	1471	0	0	56	0	1648	598	46
GSY	0	2	43	1287	5	0	68	0	1459	507	41
GT0	0	2	37	1180	0	0	52	0	1315	467	32
GT1	0	3	36	1103	0	0	34	0	1234	446	29
GT2	0	3	45	1101	0	0	44	0	1231	437	32
GT3	0	2	44	1113	0	0	50	0	1256	457	45
GT4	0	3	42	1193	0	0	59	0	1355	470	28
GT5	0	3	33	1140	0	0	49	0	1277	457	42
GT6	0	4	46	1218	0	0	54	0	1375	465	45
GT7	0	2	36	965	0	0	47	0	1082	367	26
GT8	0	6	37	1020	0	0	35	0	1138	444	23
GT9	0	5	28	914	2	0	35	0	1050	357	25
GTA	0	4	47	1300	0	0	60	0	1461	537	50
GTB	0	2	38	1004	0	0	50	0	1094	434	30
GTC	0	3	36	1051	0	0	57	0	1182	435	40
GTD	0	7	50	1354	0	0	56	0	1548	524	35
GTE	0	2	43	1188	0	0	66	0	1359	499	33
GTF	0	1	43	1174	1	0	53	0	1348	499	34
GTG	0	2	38	1029	0	0	64	0	1138	448	32
GTH	0	8	47	1492	0	0	61	0	1628	610	55
GU5	1	9	40	443	0	0	53	0	1465	1058	81
GU6	0	6	22	522	4	0	16	0	1905	1146	75
GU7	0	3	36	1165	0	0	69	0	1401	703	91
GU8	0	4	41	395	13	0	61	1	2096	784	130
GU9	0	17	52	1548	0	1	86	0	1660	487	101
GUA	0	0	82	58	0	0	24	0	2736	111	165
GUB	1	3	22	18	0	0	12	0	1262	212	29
GUC	0	4	19	244	3	0	66	0	1780	1072	74
GUD	0	5	22	2318	18	0	86	3	2745	342	118
GUE	4	14	34	2172	17	1	64	2	2701	512	110
GUF	0	10	20	2322	29	1	93	1	2859	439	98
GUG	0	8	19	2261	25	0	92	2	2631	331	148
GUH	0	4	95	720	0	0	49	0	1112	487	155
GUJ	0	9	48	718	0	0	65	0	1096	523	126
GUK	0	1	16	2790	28	0	63	0	3076	114	58
GUL	0	0	2	407	16	0	27	0	517	22	12
GUM	0	4	16	2905	36	0	58	1	3107	192	97
GUR	4	9	21	533	9	0	85	0	1960	743	57
GUS	0	0	10	672	9	0	19	0	716	22	15
GUU	0	8	25	2734	10	0	94	0	3053	344	86
GUV	0	14	26	478	0	0	50	0	1229	1024	90
GUW	0	6	32	1156	0	0	37	0	1375	747	80
GUX	0	2	16	1237	16	1	36	1	1418	256	61
GUY	1	10	77	128	10	0	73	0	2397	1379	50
GV0	0	4	53	234	0	0	51	0	1624	842	145
GV1	1	8	36	18	0	0	19	0	1153	220	53
GV2	0	1	27	2848	23	1	83	1	2710	258	62
GV3	0	0	4	569	2	0	11	0	595	16	0
GV5	0	7	40	459	11	0	55	0	1568	1061	70
GV6	1	5	12	1753	14	0	80	1	2121	292	134
GV7	0	1	1	861	14	0	37	0	986	46	31
GV8	0	9	37	2311	18	2	110	0	2488	288	81
GV9	0	0	7	400	3	0	11	0	507	4	4
GVA	0	1	31	537	3	0	81	0	1619	916	117
GVD	2	4	24	249	0	0	49	0	1605	1019	58
GVF	0	6	43	231	0	0	83	0	1911	522	80
GVG	0	6	29	191	0	0	52	0	1267	861	87
GVH	0	14	20	446	2	0	40	0	1620	945	85
GVJ	0	8	50	133	4	0	41	0	1694	792	196
GVK	1	13	15	938	0	0	26	0	1372	1015	43
GVL	0	4	21	2614	14	0	65	0	3003	357	64
GVM	0	0	4	456	2	1	23	0	453	4	9
GVN	0	2	32	288	8	0	39	0	2135	1340	40
GVP	0	2	17	1950	21	0	101	0	2333	370	117
GVR	0	15	10	550	1	0	33	0	1562	919	102
GVS	0	7	33	51	0	0	17	0	1120	375	68
GVT	0	6	17	1896	23	0	80	0	2152	401	101
GVU	1	10	39	265	1	0	33	0	2055	1325	97
GVW	0	7	43	496	0	0	68	0	1245	859	54
GVX	1	5	27	221	0	0	20	0	945	708	46
GVY	0	9	47	1322	1	1	56	0	1689	908	92
GW0	0	2	42	2343	14	0	123	1	2302	309	155
GW1	2	19	25	554	1	0	33	0	1677	860	84
GW2	0	10	30	2479	15	1	76	0	2591	429	121
GW3	0	5	9	2112	9	2	97	0	2542	285	105
GW4	0	18	22	647	3	0	49	0	1766	1059	84
GW5	0	0	0	560	7	0	20	0	748	28	17
GW6	6	0	48	297	4	0	62	0	1837	820	105
GW8	0	7	26	1965	26	1	60	0	2126	151	94
GW9	1	10	16	1310	10	0	69	0	1566	590	62
GWA	0	0	3	380	2	0	11	0	472	15	5
GWB	1	3	9	1876	9	0	93	0	2236	287	86
GWC	0	0	4	521	11	0	14	0	543	12	1
GWF	0	0	10	2126	8	1	79	2	2554	168	83
GWG	0	4	22	2283	4	0	105	0	2267	421	61
GWH	0	2	12	1022	16	0	47	0	1141	38	41
GWJ	1	2	28	421	4	0	52	0	1496	1062	61
GWK	0	3	21	212	2	0	35	0	1016	383	32
GWL	0	7	15	338	4	0	51	0	1224	395	29
GWM	0	5	23	440	5	0	29	0	1087	542	58
GWN	0	15	15	259	2	0	21	0	997	777	64
GX0	0	1	0	12	0	0	5	0	350	97	0
GX1	0	1	5	328	5	0	19	0	763	151	23
GX2	0	2	17	227	1	0	24	0	663	297	16
GX3	0	2	21	113	0	0	22	0	605	373	23
GX4	0	2	0	17	0	0	1	0	141	55	2
GX5	1	0	7	45	0	0	1	0	308	150	3
GX6	0	1	10	119	0	0	16	1	342	147	12
GX7	0	2	17	233	0	0	31	0	604	261	14
GX8	0	1	9	146	0	0	6	0	657	401	9
GX9	1	1	18	497	3	0	36	0	950	311	28
GXA	0	3	34	577	0	0	45	0	1076	350	26
GXB	0	1	11	42	5	0	24	0	597	237	14
GXE	0	1	8	116	1	0	15	0	444	210	6
GXF	0	0	19	103	2	0	22	0	624	359	11
GXG	6	8	86	1000	8	0	118	0	4651	2489	133
GXH	0	0	3	171	0	0	4	0	763	288	7
GXJ	4	11	79	743	17	0	103	0	4243	2083	71
GXK	0	2	25	566	4	0	24	0	1123	259	26
GXL	0	3	8	136	2	0	21	0	400	52	9
GXM	0	0	3	88	2	0	10	0	426	41	6
GY4	3	1	7	195	6	0	35	0	699	67	13
GY5	0	0	2	3	0	0	1	0	15	0	0
GY6	0	0	0	12	0	0	4	0	89	6	1
GY7	1	0	0	12	0	0	2	0	90	15	3
GY8	0	0	1	18	1	0	2	0	78	8	4
GY9	0	0	0	20	2	0	1	0	60	8	2
GYA	0	0	0	6	0	0	1	0	25	0	0
GYB	0	0	0	6	0	0	1	0	58	6	3
GYC	0	0	0	10	1	0	4	0	91	10	3
GYD	1	1	1	10	1	0	3	0	134	5	6
GYE	0	0	0	4	0	0	0	0	49	7	1
GYF	1	0	0	9	0	0	2	0	43	1	3
GYG	0	0	1	4	0	0	5	0	59	5	0
GYH	0	0	0	12	0	0	0	0	29	2	0
GYJ	0	0	0	5	0	0	1	0	14	1	0
GYK	1	0	1	54	3	0	7	0	288	89	3
GYL	1	0	0	11	0	0	0	0	45	10	1
GYM	0	0	1	101	5	0	21	0	209	10	9
GYN	0	0	5	127	1	0	10	0	305	59	8
GYP	0	0	3	73	4	0	80	0	403	20	5
GYR	2	1	0	83	10	0	38	0	778	95	16
GYS	0	0	4	167	3	0	8	0	233	15	7
GYT	0	0	0	172	3	0	13	0	255	11	3
GYU	0	0	4	383	4	0	46	0	559	131	7
GYV	1	1	4	346	2	0	67	0	375	166	14
GYW	0	0	7	459	1	0	48	0	503	49	14
GYX	1	1	8	95	10	0	23	0	829	235	18
GYY	0	0	3	64	2	0	17	0	200	21	3
H00	0	0	4	17	2	0	3	0	58	7	3
H01	1	0	0	70	3	0	10	0	183	18	6
H02	0	0	0	13	0	0	2	0	34	5	1
H03	0	0	0	34	1	0	5	0	174	31	4
H04	0	0	0	17	0	0	0	0	50	7	0
H05	0	0	1	88	3	0	3	0	228	18	4
H06	2	6	30	250	2	0	45	0	2694	221	59
H07	1	2	39	434	5	0	73	1	1890	342	68
H09	0	2	30	983	3	0	92	0	1394	323	63
H0A	0	4	29	1710	1	0	72	0	1789	410	106
H0B	1	11	20	1236	2	0	84	0	1540	385	67
H0C	1	2	30	1454	0	1	139	0	1625	508	68
H0D	0	6	27	1464	10	0	86	0	2083	324	76
H0E	1	13	52	140	8	0	89	0	2362	1054	97
H0F	0	3	18	1801	38	1	93	1	2317	103	107
H0H	1	0	6	221	0	0	17	0	374	207	18
H0J	2	5	16	97	12	0	71	0	1381	432	38
H0K	0	7	42	1150	1	0	61	0	1634	732	92
H0M	0	0	21	1745	48	0	72	1	2741	216	65
H0N	0	5	50	794	0	0	90	0	1443	766	123
H0P	0	7	37	246	0	0	50	0	1125	808	75
H0R	0	5	22	1661	16	0	87	0	2069	291	138
H0S	1	1	6	185	1	0	11	0	654	314	51
H0U	0	2	39	143	4	0	68	0	1708	1004	71
H0Y	1	4	23	180	7	0	61	0	2669	868	43
H10	0	6	29	398	6	0	49	0	1679	854	119
H13	0	0	4	23	0	0	3	0	64	6	7
H45	0	2	28	467	6	0	51	0	1221	510	42
H46	0	4	23	568	3	0	55	0	1213	379	41
H47	0	2	9	103	12	0	25	0	632	309	14
H48	4	1	6	172	2	0	31	0	568	193	15
H49	0	1	2	192	3	0	17	0	697	191	10
H4A	5	5	8	106	2	0	18	0	458	148	6
H4B	1	0	0	530	2	0	54	0	628	44	19
H4C	1	0	7	754	4	0	48	0	813	48	21
H4D	0	0	0	12	0	0	1	0	59	2	0
H4E	0	0	0	22	0	0	10	0	52	2	0
H4F	1	0	0	20	1	0	3	0	56	2	3
H4G	0	0	0	3	2	0	2	0	13	0	0
H4H	0	0	0	11	0	0	0	0	93	1	0
H4J	0	0	0	8	0	0	1	0	27	0	0
H4K	0	0	1	17	0	0	0	0	30	0	0
H4L	0	0	0	2	0	0	0	0	2	0	0
H4M	0	0	0	11	1	0	4	0	30	3	4
H4N	0	0	0	2	1	0	3	0	22	0	0
H4P	0	0	0	10	0	0	4	0	39	3	1
H4R	0	0	0	3	0	0	0	0	18	0	0
H4S	0	0	0	12	0	0	0	0	31	2	1
H4T	0	0	0	4	0	0	0	0	27	3	0
H4U	0	0	0	2	0	0	2	0	39	1	0
H4V	0	0	0	10	1	0	1	0	31	1	0
H4W	0	0	1	15	2	0	4	0	103	5	1
H4X	0	0	0	0	0	0	1	0	24	2	0
H4Y	0	0	0	15	0	0	1	0	59	3	1
H50	0	0	0	20	0	0	0	0	30	1	0
H51	0	0	0	7	0	0	3	0	31	2	0
H52	0	0	0	0	0	0	0	0	13	0	1
H53	0	0	0	9	0	0	1	0	23	1	0
H54	0	0	0	8	0	0	1	0	46	2	2
H55	0	0	0	0	0	0	0	0	16	1	0
H56	0	0	0	11	2	0	6	0	41	0	1
H57	0	0	0	11	0	0	1	0	69	1	0
H58	0	0	0	0	0	0	1	0	2	0	0
H59	0	0	0	5	0	0	1	0	46	1	0
H5A	0	0	0	19	1	0	2	0	81	0	2
H5B	0	0	0	0	0	0	0	0	2	0	0
H5C	0	0	0	6	0	0	2	0	39	1	1
H5D	2	0	5	92	4	0	54	0	537	98	21
H5E	5	3	3	120	1	0	32	0	430	69	11
H5G	1	0	6	572	42	0	60	0	715	21	22
H5H	0	0	4	439	30	0	36	0	605	35	12
H5J	0	0	3	56	0	0	7	0	63	14	6
H5K	0	0	0	17	1	0	2	0	54	0	0
H5L	0	0	0	18	0	0	2	0	37	2	2
H5M	0	0	0	9	0	0	0	0	37	1	0
H5N	0	0	1	46	2	0	3	0	103	1	2
H5P	0	0	0	11	1	0	2	0	42	4	0
H5R	0	0	0	1	0	0	0	0	12	1	0
H5S	0	0	0	12	0	0	2	0	39	1	1
H5T	0	0	0	10	0	0	1	0	20	0	1
H5U	0	0	0	14	0	0	0	0	48	4	2
H5V	0	0	0	29	0	0	6	0	72	1	2
H5W	0	0	0	6	1	0	0	0	27	2	1
H5X	0	0	0	1	3	0	2	0	25	1	1
H5Y	0	0	2	21	0	0	4	0	76	1	3
H60	0	0	0	5	0	0	0	0	26	1	0
H61	0	0	4	168	10	0	35	3	899	70	22
H78	0	8	26	610	13	0	228	0	1698	756	149
H79	1	1	46	141	0	0	28	0	2107	402	338
H7A	0	6	10	2166	6	0	52	0	2234	194	60
H7B	2	5	29	423	6	0	78	0	1660	1030	61
H7C	0	0	10	241	0	0	13	0	326	175	30
H7E	1	3	39	1960	11	0	104	0	2180	589	106
H7F	0	5	16	1681	13	0	65	0	1747	200	101
H7H	0	3	25	2017	13	3	61	1	2190	339	116
H7K	0	4	61	431	1	0	134	0	1385	640	116
H7P	0	9	25	999	10	0	52	0	1236	220	62
H7R	0	0	24	42	2	0	131	0	1463	874	55
H7S	0	19	63	659	0	0	117	0	1014	544	110
H7T	2	5	36	487	2	0	44	0	1653	1017	88
H7U	0	13	11	664	1	0	60	0	1871	1034	85
H7V	0	0	10	1310	27	0	31	0	1389	80	30
H7W	2	12	24	3186	36	0	103	2	3256	451	116
H7X	0	7	15	272	5	0	91	0	1669	727	112
H7Y	0	6	71	704	2	0	43	0	1558	852	149
H81	0	9	5	600	3	0	44	0	1299	763	66
H82	0	11	24	2034	14	0	101	0	2469	482	136
H83	7	4	34	499	5	0	43	0	1687	1031	84
H84	0	1	29	2025	23	0	81	0	2321	362	73
H85	0	4	15	2546	19	0	89	0	2836	262	67
H86	0	4	29	1988	17	1	79	1	2331	242	103
H88	2	5	27	436	18	0	60	0	1918	876	73
H89	0	5	76	1525	3	0	60	0	2045	421	92
H8A	0	16	20	2596	30	0	85	0	2736	351	141
H8B	0	3	18	1896	19	0	73	1	2173	350	61
H8C	0	6	102	1149	0	0	42	0	1317	785	158
H8D	0	2	39	641	0	0	44	0	1936	1273	78
H8E	0	7	13	329	9	0	72	0	1551	805	64
H8F	2	2	22	2876	21	0	171	1	2837	285	154
H8G	0	1	10	652	8	0	20	0	690	35	15
H8H	2	12	37	2503	30	0	123	1	2656	426	145
H8J	0	12	26	2089	14	1	138	0	2460	335	126
H8K	0	2	28	155	2	0	127	0	1891	1014	70
H8L	0	10	37	1476	7	1	98	0	1854	349	163
H8M	0	1	11	818	22	0	117	0	2995	205	61
H8P	0	0	3	443	7	0	7	0	481	7	8
H8R	0	2	5	770	31	2	14	0	3553	178	48
H8S	1	9	19	2685	23	2	105	0	3218	482	226
H8T	0	7	16	2108	27	0	84	3	2418	494	105
H8U	0	7	54	584	4	0	104	0	1602	847	113
H8V	0	9	35	293	3	0	33	0	1374	856	90
H8W	0	1	10	317	1	0	20	0	696	338	22
H8X	0	9	36	1821	7	1	65	0	2150	196	123
H8Y	0	5	26	1860	20	0	69	1	2551	333	89
H90	0	5	38	2305	11	0	44	2	2652	176	67
H91	0	19	41	481	2	0	63	0	1548	959	73
H92	0	5	22	2003	10	0	96	0	2368	410	82
H93	0	0	0	1	4	0	0	0	152	0	3
H94	0	7	19	3273	24	0	70	0	3513	455	101
H97	0	10	31	2679	39	0	98	0	2997	511	107
H98	0	1	25	2260	19	2	52	1	2651	250	38
H99	0	1	23	158	1	0	36	0	1982	1096	65
H9A	7	1	7	183	6	0	44	0	1387	924	57
H9C	0	3	30	2709	29	1	42	0	2939	230	69
H9D	0	6	25	2000	18	0	95	1	2388	320	93
H9E	0	0	1	156	7	0	4	0	185	6	9
H9F	0	3	28	327	1	0	59	0	892	762	97
H9G	0	5	24	1444	17	1	132	3	2355	235	97
H9H	5	7	34	2205	19	3	119	2	2504	396	160
H9J	0	7	15	67	15	0	30	0	1754	1161	52
H9L	3	6	19	2151	13	2	118	1	2313	618	188
H9M	0	4	9	194	3	0	39	0	1575	1088	83
H9N	1	6	49	2305	6	0	100	0	2246	369	76
H9R	0	5	38	40	0	0	13	0	1616	1008	134
H9S	0	10	74	180	0	0	54	0	1927	1244	75
H9T	0	0	1	150	4	0	13	0	1345	45	7
H9U	0	2	10	1631	6	1	55	0	1607	66	37
H9V	6	12	16	2343	23	3	55	1	2220	274	211
H9X	0	12	50	1227	0	0	95	0	1311	482	107
