id	word1	pos1	word2	pos2	O11	O12	O21	O22
665	a	D	planet	N	6	22765	15	886982
666	a	D	play	N	8	22763	81	886916
667	a	D	pleasant	J	7	22764	25	886972
668	a	D	pleasure	N	5	22766	48	886949
669	a	D	plot	N	7	22764	22	886975
670	a	D	poem	N	12	22759	36	886961
671	a	D	poet	N	10	22761	63	886934
672	a	D	point	N	32	22739	299	886698
673	a	D	police	N	6	22765	117	886880
674	a	D	policeman	N	7	22764	12	886985
675	a	D	policy	N	11	22760	201	886796
676	a	D	political	J	20	22751	191	886806
677	a	D	politician	N	5	22766	7	886990
678	a	D	pool	N	15	22756	87	886910
679	a	D	poor	J	16	22755	67	886930
680	a	D	popular	J	13	22758	78	886919
681	a	D	portable	J	6	22765	3	886994
682	a	D	portion	N	7	22764	52	886945
683	a	D	position	N	24	22747	182	886815
684	a	D	positive	J	15	22756	52	886945
685	a	D	possibility	N	8	22763	78	886919
686	a	D	possible	J	15	22756	351	886646
687	a	D	potential	J	10	22761	26	886971
688	a	D	powerful	J	15	22756	44	886953
689	a	D	preacher	N	5	22766	6	886991
690	a	D	president	N	7	22764	121	886876
691	a	D	pretty	J	5	22766	31	886966
692	a	D	pretty	R	10	22761	46	886951
693	a	D	previous	J	7	22764	67	886930
694	a	D	price	N	8	22763	87	886910
695	a	D	primary	J	6	22765	62	886935
696	a	D	primitive	J	6	22765	30	886967
697	a	D	principle	N	5	22766	100	886897
698	a	D	private	J	29	22742	126	886871
699	a	D	problem	N	28	22743	272	886725
700	a	D	process	N	8	22763	184	886813
701	a	D	product	N	11	22760	66	886931
702	a	D	production	N	5	22766	124	886873
703	a	D	professional	J	10	22761	68	886929
704	a	D	professor	N	8	22763	18	886979
705	a	D	profit	N	5	22766	18	886979
706	a	D	profound	J	7	22764	17	886980
707	a	D	program	N	30	22741	319	886678
708	a	D	project	N	5	22766	75	886922
709	a	D	prominent	J	13	22758	26	886971
710	a	D	promising	J	5	22766	15	886982
711	a	D	proper	J	11	22760	75	886922
712	a	D	proud	J	6	22765	40	886957
713	a	D	public	J	25	22746	117	886880
714	a	D	public	N	12	22759	223	886774
715	a	D	purely	R	9	22762	20	886977
716	a	D	quality	N	9	22762	96	886901
717	a	D	quarter	N	12	22759	19	886978
718	a	D	question	N	26	22745	203	886794
719	a	D	quick	J	19	22752	37	886960
720	a	D	quiet	J	17	22754	44	886953
721	a	D	quite	R	5	22766	237	886760
722	a	D	rabbit	N	5	22766	5	886992
723	a	D	race	N	6	22765	82	886915
724	a	D	railroad	N	6	22765	39	886958
725	a	D	random	J	10	22761	22	886975
726	a	D	range	N	6	22765	135	886862
727	a	D	rapid	J	5	22766	37	886960
728	a	D	rare	J	8	22763	28	886969
729	a	D	rate	N	11	22760	191	886806
730	a	D	rather	R	19	22752	260	886737
731	a	D	reaction	N	7	22764	105	886892
732	a	D	reading	N	6	22765	57	886940
733	a	D	real	J	50	22721	171	886826
734	a	D	realistic	J	6	22765	26	886971
735	a	D	reality	N	7	22764	66	886931
736	a	D	really	R	7	22764	244	886753
737	a	D	reason	N	9	22762	224	886773
738	a	D	reasonable	J	16	22755	47	886950
739	a	D	reasonably	R	5	22766	27	886970
740	a	D	recent	J	33	22738	126	886871
741	a	D	reception	N	10	22761	24	886973
742	a	D	recognition	N	5	22766	35	886962
743	a	D	record	N	13	22758	105	886892
744	a	D	red	J	17	22754	90	886907
745	a	D	reduction	N	7	22764	34	886963
746	a	D	reflection	N	5	22766	23	886974
747	a	D	refund	N	7	22764	14	886983
748	a	D	region	N	8	22763	61	886936
749	a	D	regular	J	16	22755	55	886942
750	a	D	relative	J	6	22765	35	886962
751	a	D	relatively	R	22	22749	54	886943
752	a	D	relief	N	6	22765	58	886939
753	a	D	religious	J	14	22757	101	886896
754	a	D	remarkable	J	13	22758	32	886965
755	a	D	remarkably	R	5	22766	9	886988
756	a	D	remote	J	5	22766	24	886973
757	a	D	reorganization	N	6	22765	20	886977
758	a	D	report	N	13	22758	98	886899
759	a	D	reporter	N	11	22760	9	886988
760	a	D	representative	N	5	22766	19	886978
761	a	D	reputation	N	7	22764	14	886983
762	a	D	request	N	5	22766	34	886963
763	a	D	resolution	N	7	22764	53	886944
764	a	D	respectable	J	8	22763	11	886986
765	a	D	responsibility	N	6	22765	104	886893
766	a	D	responsible	J	6	22765	61	886936
767	a	D	restaurant	N	8	22763	29	886968
768	a	D	result	N	71	22700	124	886873
769	a	D	resumption	N	6	22765	3	886994
770	a	D	return	N	13	22758	69	886928
771	a	D	review	N	8	22763	25	886972
772	a	D	rich	J	15	22756	44	886953
773	a	D	rifle	N	12	22759	34	886963
774	a	D	right	N	12	22759	143	886854
775	a	D	rising	G	5	22766	43	886954
776	a	D	risk	N	5	22766	37	886960
777	a	D	road	N	11	22760	168	886829
778	a	D	rock	N	8	22763	34	886963
779	a	D	role	N	12	22759	82	886915
780	a	D	roman	Y	6	22765	33	886964
781	a	D	room	N	17	22754	316	886681
782	a	D	rope	N	5	22766	6	886991
783	a	D	rough	J	8	22763	28	886969
784	a	D	round	J	9	22762	16	886981
785	a	D	routine	J	6	22765	10	886987
786	a	D	row	N	10	22761	19	886978
787	a	D	rule	N	14	22757	46	886951
788	a	D	run	N	6	22765	43	886954
789	a	D	rural	J	5	22766	38	886959
790	a	D	rush	N	5	22766	10	886987
791	a	D	russian	Y	8	22763	51	886946
792	a	D	safe	J	8	22763	35	886962
793	a	D	saint	N	5	22766	4	886993
794	a	D	salary	N	8	22763	31	886966
795	a	D	sample	N	7	22764	42	886955
796	a	D	satisfactory	J	9	22762	29	886968
797	a	D	savage	J	6	22765	13	886984
798	a	D	scene	N	7	22764	93	886904
799	a	D	school	N	27	22744	376	886621
800	a	D	science	N	6	22765	96	886901
801	a	D	score	N	11	22760	38	886959
802	a	D	screen	N	5	22766	36	886961
803	a	D	sea	N	8	22763	70	886927
804	a	D	search	N	9	22762	41	886956
805	a	D	second	J	53	22718	204	886793
806	a	D	second	N	15	22756	23	886974
807	a	D	secret	J	8	22763	29	886968
808	a	D	section	N	6	22765	149	886848
809	a	D	sense	N	52	22719	233	886764
810	a	D	sensitive	J	5	22766	44	886953
811	a	D	separate	J	15	22756	42	886955
812	a	D	series	N	62	22709	58	886939
813	a	D	serious	J	21	22750	88	886909
814	a	D	service	N	5	22766	223	886774
815	a	D	set	N	16	22755	67	886930
816	a	D	settlement	N	8	22763	17	886980
817	a	D	severe	J	5	22766	30	886967
818	a	D	shadow	N	5	22766	22	886975
819	a	D	share	N	8	22763	40	886957
820	a	D	sharp	J	12	22759	45	886952
821	a	D	sheet	N	8	22763	37	886960
822	a	D	shift	N	7	22764	19	886978
823	a	D	ship	N	12	22759	64	886933
824	a	D	short	J	61	22710	129	886868
825	a	D	shot	N	9	22762	51	886946
826	a	D	show	N	8	22763	68	886929
827	a	D	side	N	8	22763	324	886673
828	a	D	sidewalk	N	5	22766	15	886982
829	a	D	sigh	N	5	22766	5	886992
830	a	D	sign	N	12	22759	59	886938
831	a	D	signal	N	7	22764	40	886957
832	a	D	significant	J	14	22757	70	886927
833	a	D	similar	J	39	22732	103	886894
834	a	D	simple	J	25	22746	112	886885
835	a	D	single	J	105	22666	56	886941
836	a	D	site	N	10	22761	54	886943
837	a	D	situation	N	18	22753	168	886829
838	a	D	sizable	J	7	22764	7	886990
839	a	D	slave	N	7	22764	23	886974
840	a	D	slight	J	24	22747	23	886974
841	a	D	slightly	R	9	22762	68	886929
842	a	D	slow	J	5	22766	40	886957
843	a	D	small	J	166	22605	326	886671
844	a	D	smaller	J	5	22766	66	886931
845	a	D	smile	N	14	22757	29	886968
846	a	D	smooth	J	8	22763	24	886973
847	a	D	snake	N	6	22765	36	886961
848	a	D	social	J	11	22760	315	886682
849	a	D	society	N	18	22753	158	886839
850	a	D	soft	J	8	22763	42	886955
851	a	D	soldier	N	6	22765	31	886966
852	a	D	solid	J	10	22761	45	886952
853	a	D	solitary	J	5	22766	7	886990
854	a	D	solution	N	10	22761	43	886954
855	a	D	somewhat	R	14	22757	93	886904
856	a	D	son	N	13	22758	70	886927
857	a	D	song	N	5	22766	50	886947
858	a	D	sort	N	36	22735	118	886879
859	a	D	sound	J	13	22758	46	886951
860	a	D	sound	N	6	22765	108	886889
861	a	D	source	N	19	22752	67	886930
862	a	D	special	J	64	22707	142	886855
863	a	D	specific	J	16	22755	75	886922
864	a	D	specimen	N	6	22765	18	886979
865	a	D	spectacle	N	7	22764	11	886986
866	a	D	spectator	N	6	22765	3	886994
867	a	D	speech	N	7	22764	45	886952
868	a	D	speed	N	5	22766	57	886940
869	a	D	spell	N	6	22765	8	886989
870	a	D	spirit	N	10	22761	137	886860
871	a	D	splendid	J	6	22765	11	886986
872	a	D	spot	N	6	22765	44	886953
873	a	D	square	J	5	22766	19	886978
874	a	D	square	N	9	22762	67	886930
875	a	D	stack	N	5	22766	1	886996
876	a	D	stage	N	8	22763	157	886840
877	a	D	stand	N	10	22761	27	886970
878	a	D	standard	J	6	22765	53	886944
879	a	D	state	N	48	22723	558	886439
880	a	D	statement	N	17	22754	114	886883
881	a	D	static	J	5	22766	8	886989
882	a	D	statistical	J	5	22766	8	886989
883	a	D	statutory	J	8	22763	5	886992
884	a	D	steady	J	9	22762	28	886969
885	a	D	step	N	17	22754	93	886904
886	a	D	still	J	5	22766	17	886980
887	a	D	stock	N	6	22765	114	886883
888	a	D	stone	N	10	22761	34	886963
889	a	D	stop	N	10	22761	17	886980
890	a	D	store	N	6	22765	59	886938
891	a	D	storm	N	6	22765	17	886980
892	a	D	story	N	22	22749	120	886877
893	a	D	straight	J	13	22758	38	886959
894	a	D	strange	J	19	22752	54	886943
895	a	D	stranger	N	13	22758	27	886970
896	a	D	stream	N	6	22765	42	886955
897	a	D	street	N	5	22766	136	886861
898	a	D	strike	N	8	22763	15	886982
899	a	D	striking	J	6	22765	24	886973
900	a	D	string	N	5	22766	12	886985
901	a	D	stroke	N	6	22765	12	886985
902	a	D	strong	J	40	22731	138	886859
903	a	D	stronger	J	6	22765	29	886968
904	a	D	struggle	N	7	22764	46	886951
905	a	D	stubborn	J	6	22765	6	886991
906	a	D	student	N	16	22755	96	886901
907	a	D	study	N	17	22754	177	886820
908	a	D	subject	N	5	22766	99	886898
909	a	D	substantial	J	20	22751	45	886952
910	a	D	substitute	N	7	22764	6	886991
911	a	D	subtle	J	5	22766	16	886981
912	a	D	success	N	8	22763	64	886933
913	a	D	successful	J	13	22758	78	886919
914	a	D	sudden	J	11	22760	21	886976
915	a	D	sufficient	J	5	22766	56	886941
916	a	D	suitable	J	6	22765	24	886973
917	a	D	summer	N	6	22765	129	886868
918	a	D	superior	J	5	22766	22	886975
919	a	D	supply	N	5	22766	48	886949
920	a	D	sure	J	5	22766	208	886789
921	a	D	surface	N	8	22763	176	886821
922	a	D	surprise	N	5	22766	34	886963
923	a	D	sweater	N	5	22766	7	886990
924	a	D	sweet	J	5	22766	51	886946
925	a	D	swift	J	5	22766	5	886992
926	a	D	symbol	N	8	22763	44	886953
927	a	D	symbolic	J	9	22762	24	886973
928	a	D	sympathetic	J	8	22763	25	886972
929	a	D	symphony	N	5	22766	5	886992
930	a	D	system	N	29	22742	364	886633
931	a	D	systematic	J	10	22761	7	886990
932	a	D	table	N	12	22759	162	886835
933	a	D	tale	N	5	22766	16	886981
934	a	D	tall	J	9	22762	38	886959
935	a	D	target	N	8	22763	34	886963
936	a	D	tax-free	J	6	22765	2	886995
937	a	D	tax	N	13	22758	167	886830
938	a	D	taxi	N	8	22763	7	886990
939	a	D	teacher	N	9	22762	68	886929
940	a	D	team	N	12	22759	69	886928
941	a	D	technical	J	9	22762	90	886907
942	a	D	telegram	N	5	22766	2	886995
943	a	D	television	N	6	22765	38	886959
944	a	D	temperature	N	9	22762	117	886880
945	a	D	temple	N	5	22766	18	886979
946	a	D	temporary	J	8	22763	20	886977
947	a	D	tendency	N	8	22763	35	886962
948	a	D	tentative	J	5	22766	7	886990
949	a	D	term	N	8	22763	65	886932
950	a	D	terrible	J	13	22758	25	886972
951	a	D	test	N	6	22765	88	886909
952	a	D	theme	N	6	22765	45	886952
953	a	D	theory	N	5	22766	115	886882
954	a	D	thick	J	11	22760	44	886953
955	a	D	thin	J	20	22751	60	886937
956	a	D	thing	N	28	22743	301	886696
957	a	D	third	J	36	22735	124	886873
958	a	D	thorough	J	7	22764	14	886983
959	a	D	thought	N	6	22765	91	886906
960	a	D	thousand	C	23	22748	71	886926
961	a	D	threat	N	6	22765	32	886965
962	a	D	tight	J	5	22766	9	886988
963	a	D	time	N	80	22691	1425	885572
964	a	D	tiny	J	19	22752	30	886967
965	a	D	top	J	9	22762	52	886945
966	a	D	total	J	11	22760	73	886924
967	a	D	total	N	25	22746	77	886920
968	a	D	tough	J	7	22764	23	886974
969	a	D	tour	N	6	22765	27	886970
970	a	D	town	N	11	22760	193	886804
971	a	D	trade	N	9	22762	103	886894
972	a	D	tragedy	N	6	22765	38	886959
973	a	D	tragic	J	5	22766	23	886974
974	a	D	trail	N	5	22766	22	886975
975	a	D	train	N	9	22762	54	886943
976	a	D	transferor	N	7	22764	8	886989
977	a	D	treatment	N	5	22766	110	886887
978	a	D	tree	N	11	22760	42	886955
979	a	D	tremendous	J	13	22758	23	886974
980	a	D	trend	N	5	22766	40	886957
981	a	D	trial	N	9	22762	114	886883
982	a	D	tribute	N	6	22765	18	886979
983	a	D	trifle	N	5	22766	0	886997
984	a	D	trip	N	6	22765	67	886930
985	a	D	true	J	9	22762	190	886807
986	a	D	truly	R	13	22758	42	886955
987	a	D	tsunami	N	10	22761	9	886988
988	a	D	tube	N	6	22765	24	886973
989	a	D	type	N	10	22761	173	886824
990	a	D	typical	J	9	22762	48	886949
991	a	D	unified	J	5	22766	1	886996
992	a	D	uniform	J	5	22766	18	886979
993	a	D	union	N	5	22766	71	886926
994	a	D	unique	J	12	22759	41	886956
995	a	D	unit	N	7	22764	88	886909
996	a	D	universal	J	6	22765	33	886964
997	a	D	university	N	6	22765	92	886905
998	a	D	useful	J	7	22764	49	886948
999	a	D	vacation	N	6	22765	32	886965
1000	a	D	vacuum	N	9	22762	10	886987
1001	a	D	vague	J	8	22763	16	886981
1002	a	D	valuable	J	7	22764	36	886961
1003	a	D	value	N	8	22763	185	886812
1004	a	D	variety	N	26	22745	54	886943
1005	a	D	vast	J	16	22755	41	886956
1006	a	D	vehicle	N	5	22766	28	886969
1007	a	D	verdict	N	5	22766	10	886987
1008	a	D	very	R	136	22635	468	886529
1009	a	D	veteran	N	9	22762	11	886986
1010	a	D	vicious	J	7	22764	10	886987
1011	a	D	victim	N	6	22765	21	886976
1012	a	D	view	N	8	22763	149	886848
1013	a	D	vigorous	J	9	22762	16	886981
1014	a	D	village	N	6	22765	42	886955
1015	a	D	violent	J	7	22764	20	886977
1016	a	D	vision	N	7	22764	39	886958
1017	a	D	visit	N	19	22752	28	886969
1018	a	D	visual	J	6	22765	29	886968
1019	a	D	vital	J	12	22759	39	886958
1020	a	D	voice	N	19	22752	135	886862
1021	a	D	volume	N	6	22765	113	886884
1022	a	D	vote	N	8	22763	36	886961
1023	a	D	walk	N	10	22761	23	886974
1024	a	D	wall	N	5	22766	128	886869
1025	a	D	war	N	28	22743	269	886728
1026	a	D	warm	J	10	22761	51	886946
1027	a	D	water	N	7	22764	405	886592
1028	a	D	wave	N	5	22766	38	886959
1029	a	D	way	N	60	22711	702	886295
1030	a	D	weapon	N	9	22762	30	886967
1031	a	D	wedding	N	6	22765	19	886978
1032	a	D	week	N	75	22696	186	886811
1033	a	D	weight	N	6	22765	75	886922
1034	a	D	welcome	J	5	22766	15	886982
1035	a	D	well-known	J	5	22766	10	886987
1036	a	D	west	Y	5	22766	150	886847
1037	a	D	wet	J	5	22766	32	886965
1038	a	D	while	N	53	22718	29	886968
1039	a	D	white	J	25	22746	198	886799
1040	a	D	whole	J	20	22751	197	886800
1041	a	D	whole	N	30	22741	36	886961
1042	a	D	wide	J	30	22741	74	886923
1043	a	D	wife	N	12	22759	89	886908
1044	a	D	wild	J	7	22764	37	886960
1045	a	D	window	N	10	22761	100	886897
1046	a	D	winter	N	6	22765	66	886931
1047	a	D	wise	J	6	22765	22	886975
1048	a	D	witness	N	5	22766	11	886986
1049	a	D	woman	N	62	22709	175	886822
1050	a	D	wonderful	J	12	22759	38	886959
1051	a	D	wooden	J	9	22762	36	886961
1052	a	D	word	N	52	22719	200	886797
1053	a	D	work	N	18	22753	470	886527
1054	a	D	world	N	40	22731	664	886333
1055	a	D	world	Y	5	22766	90	886907
1056	a	D	wreath	N	6	22765	2	886995
1057	a	D	writer	N	12	22759	58	886939
1058	a	D	year	N	114	22657	582	886415
1059	a	D	yellow	J	8	22763	29	886968
1060	a	D	young	J	55	22716	274	886723
1061	a	D	youth	N	6	22765	56	886941
1062	a	Y	&	C	5	46	152	909565
1063	a[fj]	S	.	.	317	613	45156	863682
1064	a[fj]	S	and	C	89	841	20492	888346
1065	a[fj]	S	are	V	19	911	4075	904763
1066	a[fj]	S	as	I	9	921	4718	904120
1067	a[fj]	S	at	I	9	921	4621	904217
1068	a[fj]	S	bond	N	13	917	30	908808
1069	a[fj]	S	by	I	10	920	4758	904080
1070	a[fj]	S	cells	N	7	923	69	908769
1071	a[fj]	S	curve	N	7	923	37	908801
1072	a[fj]	S	for	I	17	913	7994	900844
1073	a[fj]	S	has	V	5	925	2243	906595
1074	a[fj]	S	in	I	19	911	17968	890870
1075	a[fj]	S	inches	N	6	924	80	908758
1076	a[fj]	S	is	V	82	848	9332	899506
1077	a[fj]	S	must	M	5	925	956	907882
1078	a[fj]	S	of	I	18	912	35481	873357
1079	a[fj]	S	or	C	18	912	3120	905718
1080	a[fj]	S	points	N	6	924	118	908720
1081	a[fj]	S	to	T	9	921	24790	884048
1082	a[fj]	S	was	V	11	919	9328	899510
1083	a[fj]	S	where	W	18	912	587	908251
1084	a[fj]	S	which	W	11	919	2755	906083
1085	a[fj]	S	will	M	6	924	1953	906885
1086	a[fj]	S	with	I	11	919	6266	902572
1087	abandonment	N	of	I	7	2	35492	874267
1088	abide	V	by	I	5	1	4763	904999
1089	ability	N	.	.	5	61	45468	864234
1090	ability	N	of	I	5	61	35494	874208
1091	ability	N	to	T	42	24	24757	884945
1092	able	J	and	C	6	206	20575	888981
1093	able	J	to	T	191	21	24608	884948
1094	aboard	I	the	D	7	13	58337	851411
1095	abolition	N	of	I	5	0	35494	874269
1096	about	I	.	.	20	1588	45453	862707
1097	about	I	100	C	7	1601	70	908090
1098	about	I	2	C	7	1601	290	907870
1099	about	I	200	C	6	1602	30	908130
1100	about	I	30	C	8	1600	98	908062
1101	about	I	40	C	5	1603	36	908124
1102	about	I	a	D	69	1539	20169	887991
1103	about	I	a[fj]	S	11	1597	956	907204
1104	about	I	all	D	5	1603	1894	906266
1105	about	I	all	P	5	1603	459	907701
1106	about	I	an	D	18	1590	3274	904886
1107	about	I	as	R	8	1600	863	907297
1108	about	I	fifteen	C	5	1603	43	908117
1109	about	I	five	C	6	1602	229	907931
1110	about	I	getting	G	5	1603	140	908020
1111	about	I	going	G	6	1602	372	907788
1112	about	I	half	D	11	1597	74	908086
1113	about	I	half	N	7	1601	102	908058
1114	about	I	her	P	23	1585	1064	907096
1115	about	I	him	P	27	1581	2584	905576
1116	about	I	himself	P	7	1601	589	907571
1117	about	I	how	W	16	1592	521	907639
1118	about	I	in	I	7	1601	17980	890180
1119	about	I	it	P	99	1509	5772	902388
1120	about	I	me	P	16	1592	1150	907010
1121	about	I	one	C	12	1596	1993	906167
1122	about	I	six	C	10	1598	167	907993
1123	about	I	something	N	5	1603	376	907784
1124	about	I	that	D	33	1575	1806	906354
1125	about	I	the	D	329	1279	58015	850145
1126	about	I	them	P	27	1581	1749	906411
1127	about	I	these	D	9	1599	1139	907021
1128	about	I	things	N	6	1602	344	907816
1129	about	I	this	D	34	1574	3677	904483
1130	about	I	three	C	7	1601	517	907643
1131	about	I	to	T	39	1569	24760	883400
1132	about	I	twenty	C	5	1603	60	908100
1133	about	I	two	C	11	1597	1192	906968
1134	about	I	what	W	20	1588	1304	906856
1135	about	I	which	W	16	1592	2750	905410
1136	about	I	you	P	13	1595	2636	905524
1137	about	R	.	.	7	16	45466	864279
1138	above	I	.	.	14	193	45459	864102
1139	above	I	a	D	7	200	20231	889330
1140	above	I	all	D	23	184	1876	907685
1141	above	I	him	P	9	198	2602	906959
1142	above	I	it	P	6	201	5865	903696
1143	above	I	that	D	5	202	1834	907727
1144	above	I	the	D	74	133	58270	851291
1145	above	I	them	P	5	202	1771	907790
1146	abroad	R	.	.	15	20	45458	864275
1147	absence	N	of	I	43	8	35456	874261
1148	absent	J	.	.	7	13	45466	864282
1149	absent	J	sitter	N	5	15	21	909727
1150	absorb	V	the	D	5	7	58339	851417
1151	absorbed	G	by	I	5	12	4763	904988
1152	absorbed	G	in	I	6	11	17981	891770
1153	absurd	J	.	.	6	10	45467	864285
1154	abundance	N	of	I	6	5	35493	874264
1155	academy	Y	of	I	5	10	35494	874259
1156	accelerometer	N	output	N	5	11	28	909724
1157	accept	V	a	D	8	55	20230	889475
1158	accept	V	it	P	7	56	5864	903841
1159	accept	V	the	D	22	41	58322	851383
1160	acceptable	J	to	T	6	14	24793	884955
1161	acceptance	N	.	.	5	43	45468	864252
1162	acceptance	N	of	I	30	18	35469	874251
1163	accepted	G	as	I	5	54	4722	904987
1164	accepted	G	by	I	12	47	4756	904953
1165	accepted	G	the	D	7	52	58337	851372
1166	accepted	V	the	D	9	9	58335	851415
1167	accepting	G	the	D	5	12	58339	851412
1168	access	N	to	T	11	12	24788	884957
1169	accident	N	.	.	5	20	45468	864275
1170	accidental	J	war	N	5	2	292	909469
1171	accompanied	G	by	I	27	1	4741	904999
1172	accompanying	G	the	D	5	8	58339	851416
1173	accomplish	V	the	D	7	14	58337	851410
1174	accomplish	V	this	D	5	16	3706	906041
1175	accomplished	G	by	I	10	28	4758	904972
1176	accord	N	with	I	5	1	6272	903490
1177	accordance	N	with	I	20	0	6257	903491
1178	according	G	to	T	134	3	24665	884966
1179	account	N	.	.	14	72	45459	864223
1180	account	N	of	I	45	41	35454	874228
1181	account	N	the	D	6	80	58338	851344
1182	account	V	for	I	24	1	7987	901756
1183	accounts	N	.	.	5	21	45468	864274
1184	accounts	N	of	I	11	15	35488	874254
1185	accounts	V	for	I	7	1	8004	901756
1186	accruing	G	to	T	5	2	24794	884967
1187	accumulation	N	of	I	10	1	35489	874268
1188	accuracy	N	.	.	6	24	45467	864271
1189	accuracy	N	of	I	8	22	35491	874247
1190	accused	G	of	I	15	2	35484	874267
1191	accustomed	G	to	T	7	4	24792	884965
1192	achieve	V	a	D	8	41	20230	889489
1193	achieve	V	this	D	7	42	3704	906015
1194	achieved	G	.	.	9	33	45464	864262
1195	achieved	G	by	I	6	36	4762	904964
1196	achieved	G	in	I	8	34	17979	891747
1197	achievement	N	.	.	7	44	45466	864251
1198	achievement	N	in	I	5	46	17982	891735
1199	achievement	N	of	I	7	44	35492	874225
1200	acquainted	G	with	I	9	3	6268	903488
1201	acquire	V	a	D	6	17	20232	889513
1202	acquisition	N	of	I	6	9	35493	874260
1203	acres	N	.	.	6	32	45467	864263
1204	acres	N	in	I	5	33	17982	891748
1205	acres	N	of	I	19	19	35480	874250
1206	across	I	a	D	5	252	20233	889278
1207	across	I	from	I	7	250	4004	905507
1208	across	I	the	D	186	71	58158	851353
1209	across	I	to	T	6	251	24793	884718
1210	act	N	.	.	19	82	45454	864213
1211	act	N	of	I	27	74	35472	874195
1212	act	V	.	.	5	59	45468	864236
1213	act	V	as	I	12	52	4715	904989
1214	act	V	in	I	9	55	17978	891726
1215	act	Y	.	.	15	51	45458	864244
1216	act	Y	and	C	5	61	20576	889126
1217	act	Y	of	I	16	50	35483	874219
1218	acted	V	as	I	6	7	4721	905034
1219	acting	G	as	I	8	34	4719	905007
1220	acting	G	on	I	5	37	5790	903936
1221	action	N	.	.	35	208	45438	864087
1222	action	N	against	I	6	237	590	908935
1223	action	N	and	C	11	232	20570	888955
1224	action	N	by	I	6	237	4762	904763
1225	action	N	has	V	5	238	2243	907282
1226	action	N	in	I	15	228	17972	891553
1227	action	N	is	V	19	224	9395	900130
1228	action	N	of	I	26	217	35473	874052
1229	action	N	on	I	10	233	5785	903740
1230	action	N	to	T	7	236	24792	884733
1231	action	N	was	V	10	233	9329	900196
1232	action	N	which	W	6	237	2760	906765
1233	actions	N	.	.	5	54	45468	864241
1234	actions	N	of	I	10	49	35489	874220
1235	active	J	in	I	10	65	17977	891716
1236	activities	N	.	.	12	75	45461	864220
1237	activities	N	are	V	7	80	4087	905594
1238	activities	N	in	I	8	79	17979	891702
1239	activities	N	of	I	14	73	35485	874196
1240	activities	N	to	T	5	82	24794	884887
1241	activity	N	.	.	18	84	45455	864211
1242	activity	N	and	C	6	96	20575	889091
1243	activity	N	in	I	10	92	17977	891689
1244	activity	N	of	I	8	94	35491	874175
1245	acts	N	of	I	6	16	35493	874253
1246	acts	V	as	I	5	6	4722	905035
1247	actually	R	have	V	5	124	3790	905849
1248	ada	Y	had	V	5	14	4839	904910
1249	adam	Y	and	C	6	31	20575	889156
1250	adapted	G	to	T	9	3	24790	884966
1251	add	V	a	D	8	70	20230	889460
1252	add	V	that	I	5	73	6135	903555
1253	add	V	to	T	14	64	24785	884905
1254	added	G	to	T	29	50	24770	884919
1255	added	V	.	.	8	46	45465	864249
1256	added	V	a	D	5	49	20233	889481
1257	added	V	that	I	11	43	6129	903585
