id	split.inf.S	adv.inf.S	superlative.S	past.S	wh.question.S
KN2	0	0	11	145	6
KN3	1	1	13	122	4
KN6	0	0	4	28	0
KN7	0	0	3	19	0
KN8	0	1	1	94	5
KN9	1	1	4	75	1
KNA	0	1	3	81	0
KNB	0	0	1	99	5
KNC	3	2	8	576	2
KND	1	0	1	19	0
KNF	7	0	17	78	6
KNG	0	0	1	14	0
KNH	0	0	0	7	0
KNJ	0	0	0	3	1
KNK	0	0	0	7	2
KNR	0	0	1	115	15
KNS	0	0	1	144	6
KNT	0	0	0	8	0
KNU	0	0	0	0	0
KNV	0	0	6	104	17
KNW	0	0	0	10	1
KNY	1	0	0	325	44
KP0	0	0	1	164	10
KP1	1	2	32	1307	113
KP2	0	0	1	149	22
KP3	0	0	4	440	59
KP4	2	0	18	604	81
KP5	1	0	7	589	34
KP6	2	0	15	639	61
KP7	0	0	0	36	6
KP8	0	0	6	483	27
KP9	0	0	2	164	20
KPA	0	0	29	484	53
KPB	0	0	0	39	1
KPC	0	0	0	43	20
KPD	0	0	1	121	6
KPE	0	0	6	378	59
KPF	0	0	4	87	7
KPG	0	0	16	983	113
KPH	3	0	4	346	34
KPJ	1	0	0	133	1
KPK	0	0	3	126	23
KPL	0	0	3	103	18
KPM	0	0	5	277	4
KPN	1	0	1	81	7
KPP	0	0	4	171	26
KPR	0	1	2	314	15
KPS	0	0	0	1	0
KPT	1	1	0	171	35
KPU	1	0	13	431	21
KPV	8	3	28	1462	66
KPW	0	0	0	161	28
KPX	0	0	0	143	16
KPY	0	0	2	161	21
KR0	1	0	1	564	26
KR1	0	0	8	92	7
KR2	0	0	1	192	36
KRE	0	3	5	88	2
KRF	4	3	21	193	11
KRG	1	2	13	363	18
KRH	14	26	106	1253	48
KRJ	1	3	0	94	1
KRK	0	0	1	88	3
KRL	10	7	69	997	51
KRM	5	4	74	714	13
KRN	0	1	6	113	0
KRP	13	7	22	282	14
KRR	0	0	3	24	0
KRS	0	0	3	23	0
KRT	22	18	107	1615	37
KRU	2	1	25	357	3
KRV	0	1	1	27	0
KRW	0	2	9	75	3
KRX	0	0	2	185	3
KRY	3	1	2	59	6
KS0	1	1	5	108	0
KS1	6	3	12	179	1
KS2	1	2	9	302	12
KS3	0	3	12	157	0
KS4	1	1	4	12	4
KS5	0	1	7	17	0
KS6	0	1	6	76	11
KS7	4	10	25	756	3
KS8	0	0	61	268	1
KS9	2	1	25	276	2
KSN	0	1	11	213	48
KSP	0	0	0	46	6
KSR	2	0	6	211	14
KSS	0	0	7	1076	46
KST	1	0	4	1019	47
KSU	0	0	0	75	7
KSV	2	0	8	515	81
KSW	0	0	1	212	24
