id	title	n_words	n_tokens	n_w	n_c	n_s	audience_age	audience_sex	author_age	author_domicile	author_sex	author_type	availability	circulation	context	derived_type	difficulty	domain	genre	interaction_type	medium	mode	publication_date	publication_place	region	respondent_age	respondent_class	respondent_sex	sampling_type	text_type
A2U	Independent, electronic edition of 1989-10-06: Arts section. Sample containing about 5512 words from a periodical (domain: arts)	5558	6406	5608	798	206	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	arts	W:newsp:brdsht_nat:arts	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A2V	Independent, electronic edition of 1989-10-06: Business section. Sample containing about 10782 words from a periodical (domain: commerce)	10669	11996	10873	1123	554	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	commerce_finance	W:newsp:brdsht_nat:commerce	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A2W	Independent, electronic edition of 1989-10-06: Editorials. Sample containing about 8130 words from a periodical (domain: belief and thought)	8126	9212	8201	1011	411	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	belief_thought	W:newsp:brdsht_nat:editorial	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A2X	Independent, electronic edition of 1989-10-06: Foreign news pages. Sample containing about 10945 words from a periodical (domain: world affairs)	10986	12370	11061	1309	509	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:report	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A2Y	Independent, electronic edition of 1989-10-06: Gazette section. Sample containing about 3615 words from a periodical (domain: world affairs)	3624	4206	3660	546	147	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A30	Independent, electronic edition of 1989-10-06: Home news pages. Sample containing about 15120 words from a periodical (domain: world affairs)	15113	17131	15247	1884	748	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:report	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A31	Independent, electronic edition of 1989-10-06: Law section. Sample containing about 3420 words from a periodical (domain: social science)	3389	3812	3433	379	150	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	social_science	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A32	Independent, electronic edition of 1989-10-06: Listings section. Sample containing about 2301 words from a periodical (domain: arts)	2339	2755	2342	413	132	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	arts	W:newsp:brdsht_nat:arts	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A33	Independent, electronic edition of 1989-10-06: Sport pages. Sample containing about 12779 words from a periodical (domain: leisure)	12842	14668	12962	1706	610	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	leisure	W:newsp:brdsht_nat:sports	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A34	Independent, electronic edition of 1989-10-06: Frontpages. Sample containing about 1914 words from a periodical (domain: world affairs)	1912	2163	1932	231	85	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A35	Independent, electronic edition of 1989-10-07: Arts section. Sample containing about 7247 words from a periodical (domain: arts)	7311	8368	7365	1003	314	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	arts	W:newsp:brdsht_nat:arts	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A36	Independent, electronic edition of 1989-10-07: Book reviews. Sample containing about 5840 words from a periodical (domain: arts)	5901	6965	5951	1014	274	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	arts	W:newsp:brdsht_nat:arts	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A37	Independent, electronic edition of 1989-10-07: Business section. Sample containing about 9568 words from a periodical (domain: commerce)	9515	10626	9639	987	498	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	commerce_finance	W:newsp:brdsht_nat:commerce	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A38	Independent, electronic edition of 1989-10-07: Motoring pages. Sample containing about 3127 words from a periodical (domain: applied science)	3118	3564	3141	423	151	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	applied_science	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A39	Independent, electronic edition of 1989-10-07: Antiques pages. Sample containing about 2234 words from a periodical (domain: arts)	2211	2546	2233	313	112	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	arts	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3A	Independent, electronic edition of 1989-10-07: Editorials. Sample containing about 8503 words from a periodical (domain: world affairs)	8499	9746	8579	1167	431	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:editorial	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3B	Independent, electronic edition of 1989-10-07: Focus section. Sample containing about 1918 words from a periodical (domain: world affairs)	1902	2153	1922	231	86	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3C	Independent, electronic edition of 1989-10-07: Food pages. Sample containing about 8234 words from a periodical (domain: leisure)	8221	9582	8308	1274	436	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	leisure	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3D	Independent, electronic edition of 1989-10-07: Foreign news pages. Sample containing about 9268 words from a periodical (domain: world affairs)	9295	10502	9369	1133	440	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:report	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3E	Independent, electronic edition of 1989-10-07: Gardening pages. Sample containing about 1831 words from a periodical (domain: leisure)	1832	2055	1846	209	92	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	leisure	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3F	Independent, electronic edition of 1989-10-07: Gazette section. Sample containing about 3319 words from a periodical (domain: social science)	3324	3823	3348	475	121	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	social_science	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3G	Independent, electronic edition of 1989-10-07: Home news pages. Sample containing about 13238 words from a periodical (domain: world affairs)	13236	15029	13347	1682	661	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:report	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3H	Independent, electronic edition of 1989-10-07: Listings section. Sample containing about 1321 words from a periodical (domain: arts)	1326	1593	1333	260	97	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	arts	W:newsp:brdsht_nat:arts	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3J	Independent, electronic edition of 1989-10-07: Business section. Sample containing about 4555 words from a periodical (domain: commerce)	4489	5137	4577	560	263	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	commerce_finance	W:newsp:brdsht_nat:commerce	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3K	Independent, electronic edition of 1989-10-07: Property section. Sample containing about 3396 words from a periodical (domain: commerce)	3380	3818	3413	405	164	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	commerce_finance	W:newsp:brdsht_nat:commerce	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3L	Independent, electronic edition of 1989-10-07: Sport pages. Sample containing about 14392 words from a periodical (domain: leisure)	14454	16460	14604	1856	705	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	leisure	W:newsp:brdsht_nat:sports	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3M	Independent, electronic edition of 1989-10-07: Style section. Sample containing about 2875 words from a periodical (domain: leisure)	2859	3342	2882	460	164	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	leisure	W:newsp:brdsht_nat:social	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3N	Independent, electronic edition of 1989-10-07: Frontpages. Sample containing about 6066 words from a periodical (domain: world affairs)	6236	7164	6280	884	305	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3P	Independent, electronic edition of 1989-10-07: Travel section. Sample containing about 7721 words from a periodical (domain: leisure)	7687	8811	7749	1062	381	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	leisure	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3R	Independent, electronic edition of 1989-10-09: Arts section. Sample containing about 3928 words from a periodical (domain: arts)	3958	4520	3979	541	172	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	arts	W:newsp:brdsht_nat:arts	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3S	Independent, electronic edition of 1989-10-09: Business section. Sample containing about 10136 words from a periodical (domain: commerce)	10068	11286	10204	1082	458	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	commerce_finance	W:newsp:brdsht_nat:commerce	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3T	Independent, electronic edition of 1989-10-09: Editorials. Sample containing about 8609 words from a periodical (domain: world affairs)	8612	9851	8681	1170	474	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:editorial	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3U	Independent, electronic edition of 1989-10-09: Foreign news pages. Sample containing about 10104 words from a periodical (domain: world affairs)	10163	11473	10217	1256	444	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:report	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3V	Independent, electronic edition of 1989-10-09: Gazette section. Sample containing about 4143 words from a periodical (domain: world affairs)	4156	4818	4181	637	177	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3W	Independent, electronic edition of 1989-10-09: Home news pages. Sample containing about 12616 words from a periodical (domain: world affairs)	12560	14350	12701	1649	593	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	world_affairs	W:newsp:brdsht_nat:report	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3X	Independent, electronic edition of 1989-10-09: Living section. Sample containing about 3197 words from a periodical (domain: leisure)	3235	3777	3259	518	225	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	leisure	W:newsp:brdsht_nat:social	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A3Y	Independent, electronic edition of 1989-10-09: Science section. Sample containing about 4326 words from a periodical (domain: natural sciences)	4293	4865	4339	526	202	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	natural_science	W:newsp:brdsht_nat:science	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
A40	Independent, electronic edition of 1989-10-09: Sport section. Sample containing about 13667 words from a periodical (domain: leisure)	13778	15595	13883	1712	670	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	newspaper	medium	leisure	W:newsp:brdsht_nat:sports	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
